"Region","CellType","GWAS","Beta","P","P.adj.fdr"
"amy","Micro.4","SCZ.PGC2",0.10769,0.0020783,0.0112123411764706
"amy","Mural.2","SCZ.PGC2",0.032947,0.29156,0.392825855194124
"amy","OPC.4","SCZ.PGC2",0.23242,3.6163e-14,2.3216646e-11
"amy","Oligo.2","SCZ.PGC2",0.21521,2.3461e-08,5.90665176470588e-07
"amy","Tcell.2","SCZ.PGC2",0.099607,0.085808,0.169764979969183
"dlpfc","Astro","ASD.PGC",0.09741,0.0029244,0.0141695456603774
"dlpfc","Excit_A","ASD.PGC",0.0026348,0.43951,0.525937409133271
"dlpfc","Excit_B","ASD.PGC",0.01309,0.23747,0.340683217877095
"dlpfc","Excit_C","ASD.PGC",0.0082214,0.31432,0.41302
"dlpfc","Excit_D","ASD.PGC",0.019081,0.20424,0.302547128027682
"dlpfc","Excit_E","ASD.PGC",0.0097363,0.31459,0.41302
"dlpfc","Excit_F","ASD.PGC",0.017404,0.19417,0.291956070175439
"dlpfc","Inhib_A","ASD.PGC",0.040282,0.043514,0.104044648044693
"dlpfc","Inhib_B","ASD.PGC",0.02498,0.15642,0.249185210918114
"dlpfc","Inhib_C","ASD.PGC",0.0027947,0.44959,0.535007933271548
"dlpfc","Inhib_D","ASD.PGC",0.009812,0.3048,0.40222322713258
"dlpfc","Inhib_E","ASD.PGC",-0.042714,0.67979,0.744752866894198
"dlpfc","Inhib_F","ASD.PGC",-0.07924,0.77477,0.829695312760634
"dlpfc","Macrophage","ASD.PGC",-0.056883,0.813,0.85917037037037
"dlpfc","Micro","ASD.PGC",0.057414,0.070702,0.149066285714286
"dlpfc","Mural","ASD.PGC",-0.1464,0.98215,0.984323213728549
"dlpfc","OPC","ASD.PGC",0.13119,1.4473e-05,0.000195614021052632
"dlpfc","Oligo","ASD.PGC",0.079946,0.0063525,0.0258120569620253
"dlpfc","Tcell","ASD.PGC",0.078224,0.18008,0.275593230035757
"sacc","Astro_A","ASD.PGC",0.077256,0.0056071,0.023527831372549
"sacc","Astro_B","ASD.PGC",0.032118,0.26344,0.367670608695652
"sacc","Excit_A.1","ASD.PGC",0.013272,0.22416,0.325820428410372
"sacc","Excit_B.1","ASD.PGC",0.0079646,0.3298,0.426878225806452
"sacc","Excit_C.1","ASD.PGC",0.015506,0.16878,0.264930953545232
"sacc","Excit_D.1","ASD.PGC",0.024667,0.10452,0.192544734576758
"sacc","Excit_E.1","ASD.PGC",0.0078154,0.34792,0.442084629080119
"sacc","Excit_F.1","ASD.PGC",0.012708,0.26938,0.373928562162162
"sacc","Excit_G","ASD.PGC",0.082739,0.078082,0.158384341232227
"sacc","Inhib_A.1","ASD.PGC",0.047564,0.024597,0.0703397505567929
"sacc","Inhib_B.1","ASD.PGC",0.015385,0.21045,0.309570343249428
"sacc","Inhib_C.1","ASD.PGC",0.012857,0.31219,0.410708975409836
"sacc","Inhib_D.1","ASD.PGC",0.029035,0.1309,0.223007841059603
"sacc","Inhib_E.1","ASD.PGC",0.058246,0.040352,0.0985018403041825
"sacc","Inhib_F.1","ASD.PGC",0.045189,0.062268,0.13528276142132
"sacc","Inhib_G","ASD.PGC",0.069402,0.0192,0.05969200968523
"sacc","Inhib_H","ASD.PGC",0.031115,0.14025,0.232362580645161
"sacc","Inhib_I","ASD.PGC",0.017896,0.37819,0.469609043478261
"sacc","Inhib_J","ASD.PGC",0.16527,0.002867,0.0139970646387833
"sacc","Inhib_K","ASD.PGC",0.04219,0.26428,0.368442475570033
"sacc","Micro.1","ASD.PGC",0.054531,0.067081,0.143076418604651
"sacc","Neu_FAT2.CDH15","ASD.PGC",-0.028728,0.67659,0.741880068317677
"sacc","OPC.1","ASD.PGC",0.10638,0.00018558,0.00157433605263158
"sacc","Oligo_A","ASD.PGC",0.09433,0.0028312,0.0138961145038168
"sacc","Oligo_B","ASD.PGC",0.021763,0.40211,0.490322165242165
"hpc","Astro_A.1","ASD.PGC",0.0427,0.072383,0.151367706840391
"hpc","Astro_B.1","ASD.PGC",0.023154,0.26469,0.368613839479393
"hpc","Excit_A.2","ASD.PGC",0.047753,0.014963,0.0492628
"hpc","Excit_B.2","ASD.PGC",0.031173,0.046196,0.107996072727273
"hpc","Excit_C.2","ASD.PGC",0.079936,0.083759,0.166738846511628
"hpc","Excit_D.2","ASD.PGC",0.037609,0.16957,0.26527658952497
"hpc","Excit_E.2","ASD.PGC",0.058016,0.13201,0.224022427440633
"hpc","Excit_F.2","ASD.PGC",0.050488,0.028883,0.0790741407249467
"hpc","Excit_G.1","ASD.PGC",0.14538,0.014951,0.0492628
"hpc","Excit_H","ASD.PGC",0.064657,0.0518,0.117183084507042
"hpc","Inhib_A.2","ASD.PGC",0.017219,0.18446,0.280730473933649
"hpc","Inhib_B.2","ASD.PGC",-0.012933,0.67019,0.736119726261762
"hpc","Inhib_C.2","ASD.PGC",-0.00082205,0.50482,0.585008014440433
"hpc","Inhib_D.2","ASD.PGC",0.053733,0.050711,0.115646510638298
"hpc","Micro.2","ASD.PGC",0.060559,0.035002,0.0891717619047619
"hpc","Mural.1","ASD.PGC",0.032533,0.29491,0.396092510460251
"hpc","OPC.2","ASD.PGC",0.096214,0.00059903,0.00424947248618784
"hpc","OPC_COP","ASD.PGC",-0.0018244,0.51099,0.58993628032345
"hpc","Oligo.1","ASD.PGC",0.076481,0.0067211,0.0269136
"hpc","Tcell.1","ASD.PGC",0.016198,0.38744,0.476963528283797
"nac","Astro_A.2","ASD.PGC",0.042905,0.13758,0.229419116883117
"nac","Astro_B.2","ASD.PGC",0.02555,0.14919,0.242480962025316
"nac","Inhib_A.3","ASD.PGC",0.039332,0.042916,0.103384885553471
"nac","Inhib_B.3","ASD.PGC",0.10827,0.010285,0.0366831666666667
"nac","Inhib_C.3","ASD.PGC",0.064771,0.0094558,0.0342973084745763
"nac","Inhib_D.3","ASD.PGC",0.051493,0.020583,0.0626094184397163
"nac","Inhib_E.2","ASD.PGC",0.028936,0.24666,0.349571125827815
"nac","MSN.D1_A","ASD.PGC",0.0033331,0.4257,0.514058571428571
"nac","MSN.D1_B","ASD.PGC",0.081946,0.030062,0.0814337721518987
"nac","MSN.D1_C","ASD.PGC",0.090106,0.0043239,0.0195489
"nac","MSN.D1_D","ASD.PGC",0.035805,0.039788,0.0976822026768642
"nac","MSN.D1_E","ASD.PGC",0.082865,0.0026274,0.0132818173228346
"nac","MSN.D1_F","ASD.PGC",0.095046,0.035352,0.0898850851485149
"nac","MSN.D2_A","ASD.PGC",0.02165,0.11832,0.208131123287671
"nac","MSN.D2_B","ASD.PGC",0.076971,0.002694,0.01351209375
"nac","MSN.D2_C","ASD.PGC",0.081577,0.0049326,0.0214693505084746
"nac","MSN.D2_D","ASD.PGC",0.14281,0.0075647,0.02943356
"nac","Macrophage.1","ASD.PGC",-0.033482,0.77306,0.828555125208681
"nac","Micro.3","ASD.PGC",0.039935,0.10003,0.188501727672035
"nac","Micro_resting","ASD.PGC",0.15245,0.093084,0.17971372972973
"nac","OPC.3","ASD.PGC",0.10672,3.7403e-05,0.000417612626086957
"nac","OPC_COP.1","ASD.PGC",0.08083,0.087508,0.171804697247706
"nac","Oligo_A.1","ASD.PGC",0.061651,0.0095739,0.0346278523943662
"nac","Oligo_B.1","ASD.PGC",0.1017,0.0024313,0.012423719047619
"amy","Astro_A.3","ASD.PGC",0.051016,0.025086,0.0714200088691796
"amy","Astro_B.3","ASD.PGC",0.15881,0.096941,0.184676919881306
"amy","Endo","ASD.PGC",-0.058112,0.87649,0.908323777239709
"amy","Excit_A.3","ASD.PGC",0.0089569,0.29841,0.398624844720497
"amy","Excit_B.3","ASD.PGC",0.053593,0.07027,0.148399144736842
"amy","Excit_C.3","ASD.PGC",0.014584,0.29974,0.398624844720497
"amy","Inhib_A.4","ASD.PGC",0.012219,0.243,0.345911308203991
"amy","Inhib_B.4","ASD.PGC",0.026154,0.093783,0.180363556886228
"amy","Inhib_C.4","ASD.PGC",0.039198,0.047223,0.109448252707581
"amy","Inhib_D.4","ASD.PGC",0.012522,0.27014,0.374578574514039
"amy","Inhib_E.3","ASD.PGC",0.007444,0.39091,0.479396790830946
"amy","Inhib_F.2","ASD.PGC",0.015198,0.2669,0.370887012987013
"amy","Inhib_G.1","ASD.PGC",0.048441,0.19089,0.288695830388693
"amy","Inhib_H.1","ASD.PGC",0.11347,0.0032559,0.0155078666666667
"amy","Micro.4","ASD.PGC",0.036915,0.11666,0.206660330578512
"amy","Mural.2","ASD.PGC",-0.072597,0.93282,0.945336132596685
"amy","OPC.4","ASD.PGC",0.078377,0.0010273,0.00649779901477833
"amy","Oligo.2","ASD.PGC",0.090924,0.0023775,0.0122609108433735
"amy","Tcell.2","ASD.PGC",0.036463,0.27329,0.37739935483871
"dlpfc","Astro","BIP.PGC",0.10705,0.0020177,0.0110243693617021
"dlpfc","Excit_A","BIP.PGC",0.085783,2.0789e-06,3.49181298701299e-05
"dlpfc","Excit_B","BIP.PGC",0.10859,1.3176e-08,3.80463466666667e-07
"dlpfc","Excit_C","BIP.PGC",0.097418,4.7995e-08,1.10045678571429e-06
"dlpfc","Excit_D","BIP.PGC",0.11389,2.0207e-06,3.4594384e-05
"dlpfc","Excit_E","BIP.PGC",0.1162,3.1948e-08,7.73985509433962e-07
"dlpfc","Excit_F","BIP.PGC",0.088368,2.5731e-05,0.000317678884615385
"dlpfc","Inhib_A","BIP.PGC",0.10028,3.4334e-05,0.000397160864864865
"dlpfc","Inhib_B","BIP.PGC",0.11715,4.9621e-06,7.67630891566265e-05
"dlpfc","Inhib_C","BIP.PGC",0.096701,2.3867e-05,0.000303418099009901
"dlpfc","Inhib_D","BIP.PGC",0.074863,0.00014653,0.00127989469387755
"dlpfc","Inhib_E","BIP.PGC",-0.031334,0.62226,0.689967046632124
"dlpfc","Inhib_F","BIP.PGC",0.11814,0.15073,0.244674235145386
"dlpfc","Macrophage","BIP.PGC",-0.06743,0.8412,0.883156827473426
"dlpfc","Micro","BIP.PGC",0.04124,0.15878,0.251854222222222
"dlpfc","Mural","BIP.PGC",-0.11362,0.93962,0.950726619385343
"dlpfc","OPC","BIP.PGC",0.15209,3.2635e-06,5.30422025316456e-05
"dlpfc","Oligo","BIP.PGC",0.095367,0.0023174,0.0120467271255061
"dlpfc","Tcell","BIP.PGC",0.12406,0.086273,0.17010345482389
"sacc","Astro_A","BIP.PGC",0.096764,0.0015794,0.00913490810810811
"sacc","Astro_B","BIP.PGC",0.16397,0.0011826,0.00716253962264151
"sacc","Excit_A.1","BIP.PGC",0.076044,2.7526e-05,0.000336603657142857
"sacc","Excit_B.1","BIP.PGC",0.077049,4.1105e-05,0.000432613278688525
"sacc","Excit_C.1","BIP.PGC",0.084701,4.9537e-07,9.63719818181818e-06
"sacc","Excit_D.1","BIP.PGC",0.12209,3.9378e-09,1.33056189473684e-07
"sacc","Excit_E.1","BIP.PGC",0.085839,2.9143e-05,0.000351459333333333
"sacc","Excit_F.1","BIP.PGC",0.097209,7.2482e-06,0.000107330593103448
"sacc","Excit_G","BIP.PGC",0.11307,0.033497,0.0863657590361446
"sacc","Inhib_A.1","BIP.PGC",0.1299,2.5936e-07,5.45931540983607e-06
"sacc","Inhib_B.1","BIP.PGC",0.052362,0.004894,0.0214693505084746
"sacc","Inhib_C.1","BIP.PGC",0.090582,0.00065514,0.00454702572972973
"sacc","Inhib_D.1","BIP.PGC",0.056214,0.023113,0.0679109656750572
"sacc","Inhib_E.1","BIP.PGC",0.13389,0.00013036,0.00117874816901408
"sacc","Inhib_F.1","BIP.PGC",0.1194,7.212e-05,0.000712323692307692
"sacc","Inhib_G","BIP.PGC",0.13027,0.00018637,0.00157433605263158
"sacc","Inhib_H","BIP.PGC",0.088859,0.0018677,0.0104721694323144
"sacc","Inhib_I","BIP.PGC",0.0092225,0.44193,0.527933023255814
"sacc","Inhib_J","BIP.PGC",-0.041432,0.73169,0.791482695871946
"sacc","Inhib_K","BIP.PGC",0.035504,0.31583,0.414224433094995
"sacc","Micro.1","BIP.PGC",0.03053,0.2101,0.309570343249428
"sacc","Neu_FAT2.CDH15","BIP.PGC",0.1016,0.063208,0.136771939393939
"sacc","OPC.1","BIP.PGC",0.12934,2.5587e-05,0.000317678884615385
"sacc","Oligo_A","BIP.PGC",0.090638,0.0058058,0.0240472490322581
"sacc","Oligo_B","BIP.PGC",0.086343,0.1775,0.273164105011933
"hpc","Astro_A.1","BIP.PGC",0.10758,0.00025798,0.00208331018867925
"hpc","Astro_B.1","BIP.PGC",0.07542,0.025072,0.0714200088691796
"hpc","Excit_A.2","BIP.PGC",0.081553,0.00024389,0.00198199215189873
"hpc","Excit_B.2","BIP.PGC",0.085862,7.8078e-06,0.00011139128
"hpc","Excit_C.2","BIP.PGC",0.07232,0.10881,0.197612503536068
"hpc","Excit_D.2","BIP.PGC",0.17231,2.9562e-05,0.000351459333333333
"hpc","Excit_E.2","BIP.PGC",0.18873,0.00029536,0.00232663950920245
"hpc","Excit_F.2","BIP.PGC",0.11075,5.5971e-05,0.000565880031496063
"hpc","Excit_G.1","BIP.PGC",0.065814,0.18729,0.284255744680851
"hpc","Excit_H","BIP.PGC",0.15198,0.00013596,0.00120988220689655
"hpc","Inhib_A.2","BIP.PGC",0.099111,8.5885e-07,1.57537628571429e-05
"hpc","Inhib_B.2","BIP.PGC",0.12479,3.9268e-05,0.000425144268907563
"hpc","Inhib_C.2","BIP.PGC",0.11409,0.060397,0.132337453924915
"hpc","Inhib_D.2","BIP.PGC",0.085642,0.0085371,0.0317841953757225
"hpc","Micro.2","BIP.PGC",0.028008,0.21072,0.309570343249428
"hpc","Mural.1","BIP.PGC",-0.065383,0.8444,0.88506906122449
"hpc","OPC.2","BIP.PGC",0.15325,9.5462e-07,1.70240566666667e-05
"hpc","OPC_COP","BIP.PGC",0.089885,0.10444,0.192544734576758
"hpc","Oligo.1","BIP.PGC",0.094862,0.0017321,0.00979742907488987
"hpc","Tcell.1","BIP.PGC",-0.0083047,0.5549,0.626641688654353
"nac","Astro_A.2","BIP.PGC",0.10619,0.0054058,0.0229836
"nac","Astro_B.2","BIP.PGC",0.088798,0.00040343,0.00302926385964912
"nac","Inhib_A.3","BIP.PGC",0.069511,0.0021661,0.0114928611570248
"nac","Inhib_B.3","BIP.PGC",0.11661,0.010895,0.0386084297520661
"nac","Inhib_C.3","BIP.PGC",0.10696,0.00013241,0.00118891216783217
"nac","Inhib_D.3","BIP.PGC",0.072503,0.003348,0.0156891678832117
"nac","Inhib_E.2","BIP.PGC",0.076296,0.045786,0.107279605839416
"nac","MSN.D1_A","BIP.PGC",0.054968,0.0019895,0.0109635965665236
"nac","MSN.D1_B","BIP.PGC",0.15959,0.00028421,0.00226661888198758
"nac","MSN.D1_C","BIP.PGC",0.065131,0.036352,0.0910463625730994
"nac","MSN.D1_D","BIP.PGC",0.06533,0.0015096,0.00881057454545455
"nac","MSN.D1_E","BIP.PGC",0.17659,2.2527e-08,5.8124112e-07
"nac","MSN.D1_F","BIP.PGC",0.10791,0.024061,0.0691636510067114
"nac","MSN.D2_A","BIP.PGC",0.059507,0.0011537,0.00704556966824645
"nac","MSN.D2_B","BIP.PGC",0.12283,2.064e-05,0.0002650176
"nac","MSN.D2_C","BIP.PGC",0.16273,6.6758e-07,1.26054811764706e-05
"nac","MSN.D2_D","BIP.PGC",-0.011989,0.57889,0.649165729257642
"nac","Macrophage.1","BIP.PGC",-0.0687,0.92338,0.938733111638955
"nac","Micro.3","BIP.PGC",0.027989,0.19508,0.292326993006993
"nac","Micro_resting","BIP.PGC",-0.26715,0.98279,0.984323213728549
"nac","OPC.3","BIP.PGC",0.14102,5.5186e-07,1.0575943880597e-05
"nac","OPC_COP.1","BIP.PGC",0.086059,0.088441,0.173371364885496
"nac","Oligo_A.1","BIP.PGC",0.066582,0.0085649,0.0317841953757225
"nac","Oligo_B.1","BIP.PGC",0.090128,0.0085525,0.0317841953757225
"amy","Astro_A.3","BIP.PGC",0.090425,0.00061689,0.00435212505494505
"amy","Astro_B.3","BIP.PGC",0.32873,0.0067284,0.0269136
"amy","Endo","BIP.PGC",-0.00041183,0.50318,0.583634254742547
"amy","Excit_A.3","BIP.PGC",0.079011,7.5082e-06,0.000109551463636364
"amy","Excit_B.3","BIP.PGC",0.1462,7.5971e-05,0.000744631786259542
"amy","Excit_C.3","BIP.PGC",0.13354,4.0508e-06,6.42126814814815e-05
"amy","Inhib_A.4","BIP.PGC",0.078296,1.6525e-05,0.000218743298969072
"amy","Inhib_B.4","BIP.PGC",0.095296,4.4338e-06,6.94268195121951e-05
"amy","Inhib_C.4","BIP.PGC",0.10418,1.8054e-05,0.000236544244897959
"amy","Inhib_D.4","BIP.PGC",0.070947,0.00066419,0.0045850535483871
"amy","Inhib_E.3","BIP.PGC",0.12419,1.0854e-05,0.000151484086956522
"amy","Inhib_F.2","BIP.PGC",0.083492,0.00068725,0.00469377127659574
"amy","Inhib_G.1","BIP.PGC",0.23357,5.7187e-05,0.00057365709375
"amy","Inhib_H.1","BIP.PGC",0.066609,0.07176,0.150512867862969
"amy","Micro.4","BIP.PGC",0.041481,0.10118,0.189104978165939
"amy","Mural.2","BIP.PGC",-0.015278,0.61995,0.687999827139153
"amy","OPC.4","BIP.PGC",0.12914,1.2802e-06,2.25174904109589e-05
"amy","Oligo.2","BIP.PGC",0.10007,0.0014855,0.00870950684931507
"amy","Tcell.2","BIP.PGC",0.024,0.35445,0.448387980295566
"dlpfc","Astro","MDD.PGC",0.047436,0.097258,0.184761142011834
"dlpfc","Excit_A","MDD.PGC",0.054564,0.0013202,0.00788435720930233
"dlpfc","Excit_B","MDD.PGC",0.040675,0.016264,0.0518187990074442
"dlpfc","Excit_C","MDD.PGC",0.052486,0.0015634,0.00908328325791855
"dlpfc","Excit_D","MDD.PGC",0.073238,0.0012421,0.00748758873239437
"dlpfc","Excit_E","MDD.PGC",0.064755,0.0010256,0.00649779901477833
"dlpfc","Excit_F","MDD.PGC",0.022776,0.13915,0.231436010362694
"dlpfc","Inhib_A","MDD.PGC",0.013898,0.28399,0.386424152542373
"dlpfc","Inhib_B","MDD.PGC",0.053054,0.01841,0.0577956968215159
"dlpfc","Inhib_C","MDD.PGC",0.059537,0.0041649,0.0191674967741935
"dlpfc","Inhib_D","MDD.PGC",0.040607,0.020626,0.0626094184397163
"dlpfc","Inhib_E","MDD.PGC",-0.098204,0.85154,0.891824926590538
"dlpfc","Inhib_F","MDD.PGC",0.19151,0.039652,0.0975348045977011
"dlpfc","Macrophage","MDD.PGC",-0.031197,0.67517,0.740955794871795
"dlpfc","Micro","MDD.PGC",0.0089606,0.41067,0.498262322946176
"dlpfc","Mural","MDD.PGC",-0.097504,0.91508,0.934735656324582
"dlpfc","OPC","MDD.PGC",0.093763,0.0019613,0.0108547810344828
