"Region","CellType","GWAS","Beta","P","P.adj.fdr"
"sacc","OPC.1","PGC2.SCZ",0.22138,5.6465e-10,1.535848e-08
"sacc","Oligo.1","PGC2.SCZ",0.24177,7.1491e-10,1.86976461538462e-08
"hpc","Astro.2","PGC2.SCZ",0.12907,0.00073701,0.0035049006993007
"hpc","Excit.1.1","PGC2.SCZ",0.16498,4.2888e-09,8.10106666666667e-08
"hpc","Excit.2.1","PGC2.SCZ",0.14666,4.0177e-09,7.80581714285714e-08
"hpc","Excit.3.1","PGC2.SCZ",0.14689,9.3196e-12,4.64585714285714e-10
"hpc","Excit.4.1","PGC2.SCZ",0.14947,5.3149e-07,6.69283703703704e-06
"hpc","Excit.5","PGC2.SCZ",0.34257,1.4295e-13,2.43015e-11
"hpc","Inhib.1.2","PGC2.SCZ",0.21493,2.9593e-10,9.14692727272727e-09
"hpc","Inhib.2.2","PGC2.SCZ",0.18636,8.8337e-11,3.33717555555556e-09
"hpc","Inhib.3.1","PGC2.SCZ",0.16144,3.7965e-10,1.075675e-08
"hpc","Inhib.4.1","PGC2.SCZ",0.21102,6.4985e-12,3.68248333333333e-10
"hpc","Inhib.5.1","PGC2.SCZ",0.21528,1.3148e-12,1.27723428571429e-10
"hpc","Micro.2","PGC2.SCZ",0.084093,0.019631,0.0434253721682848
"hpc","OPC.2","PGC2.SCZ",0.24664,1.1518e-11,5.22149333333333e-10
"hpc","Oligo.2","PGC2.SCZ",0.21628,3.9994e-09,7.80581714285714e-08
"hpc","Tcell","PGC2.SCZ",0.097883,0.073765,0.114660730593607
"nac","Astro.3","PGC2.SCZ",0.16084,1.3583e-06,1.53940666666667e-05
"nac","Inhib.1.3","PGC2.SCZ",0.1682,0.0018001,0.00707553757225433
"nac","Inhib.2.3","PGC2.SCZ",0.22839,8.9439e-05,0.000584793461538462
"nac","Inhib.3.2","PGC2.SCZ",0.12074,1.5113e-05,0.000131754358974359
"nac","Inhib.4.2","PGC2.SCZ",0.12483,2.9561e-05,0.000233738139534884
"nac","MSN.D1.1","PGC2.SCZ",0.18245,0.00017827,0.0010273186440678
"nac","MSN.D1.2","PGC2.SCZ",0.15065,0.00016525,0.000994424778761062
"nac","MSN.D1.3","PGC2.SCZ",0.17031,3.6408e-06,3.80883692307692e-05
"nac","MSN.D1.4","PGC2.SCZ",0.13187,7.5116e-09,1.24582634146341e-07
"nac","MSN.D2.1","PGC2.SCZ",0.23878,1.6582e-09,3.63734193548387e-08
"nac","MSN.D2.2","PGC2.SCZ",0.16981,5.5229e-09,9.79217435897436e-08
"nac","Micro.3","PGC2.SCZ",0.064901,0.065916,0.105296244131455
"nac","OPC.3","PGC2.SCZ",0.24586,1.9789e-11,8.410325e-10
"nac","Oligo.3","PGC2.SCZ",0.25349,3.6244e-09,7.46846060606061e-08
"amy","Astro.4","PGC2.SCZ",0.13683,2.0801e-05,0.000174625679012346
"amy","Excit.1.2","PGC2.SCZ",0.13629,5.5917e-12,3.68248333333333e-10
"amy","Excit.2.2","PGC2.SCZ",0.23849,1.3039e-08,2.11107619047619e-07
"amy","Excit.3.2","PGC2.SCZ",0.1736,5.6161e-09,9.79217435897436e-08
"amy","Inhib.1.4","PGC2.SCZ",0.15381,6.1832e-12,3.68248333333333e-10
"amy","Inhib.2.4","PGC2.SCZ",0.17848,2.186e-13,2.97296e-11
"amy","Inhib.3.3","PGC2.SCZ",0.21072,1.1248e-10,4.0256e-09
"amy","Inhib.4.3","PGC2.SCZ",0.25018,8.4402e-10,2.04976285714286e-08
"amy","Inhib.5.2","PGC2.SCZ",0.16178,7.8741e-10,1.98310666666667e-08
"amy","Micro.4","PGC2.SCZ",0.079696,0.023261,0.0489705263157895
"amy","OPC.4","PGC2.SCZ",0.23346,8.4812e-13,9.61202666666667e-11
"amy","Oligo.4","PGC2.SCZ",0.18529,2.9408e-07,4.041512e-06
"dlpfc","Astro","PGC.ASD",0.070291,0.032157,0.0637514868804665
"dlpfc","Excit.L2.3","PGC.ASD",0.030407,0.10234,0.14901755888651
"dlpfc","Excit.L3.4","PGC.ASD",0.0070062,0.39559,0.435982495948136
"dlpfc","Excit.L4.5","PGC.ASD",0.0035578,0.42609,0.466571980676329
"dlpfc","Excit.L5","PGC.ASD",0.061567,0.013219,0.0319890391459075
"dlpfc","Excit.L5.6","PGC.ASD",0.020737,0.18357,0.231591094619666
"dlpfc","Excit.L6.broad","PGC.ASD",0.023998,0.13153,0.17816812749004
"dlpfc","Excit.ambig","PGC.ASD",0.027019,0.10511,0.151109513742072
"dlpfc","Inhib.1","PGC.ASD",0.0024592,0.48537,0.518949056603774
"dlpfc","Inhib.2","PGC.ASD",0.036773,0.2746,0.319193162393162
"dlpfc","Inhib.3","PGC.ASD",0.042117,0.13796,0.184670866141732
"dlpfc","Inhib.4","PGC.ASD",0.014048,0.25493,0.302760209424084
"dlpfc","Inhib.5","PGC.ASD",0.041721,0.070456,0.110958055555556
"dlpfc","Inhib.6","PGC.ASD",0.041563,0.039918,0.0735616260162602
"dlpfc","Micro","PGC.ASD",0.066779,0.041781,0.0760004266666667
"dlpfc","OPC","PGC.ASD",0.10535,0.00039763,0.00212904251968504
"dlpfc","Oligo","PGC.ASD",0.10155,0.00098929,0.00445508079470199
"sacc","Astro.1","PGC.ASD",0.084619,0.005528,0.0164870175438596
"sacc","Excit.1","PGC.ASD",0.01488,0.17111,0.217892883895131
"sacc","Excit.2","PGC.ASD",-0.00093299,0.52331,0.550221947449768
"sacc","Excit.3","PGC.ASD",-0.0059317,0.62205,0.642848024316109
"sacc","Excit.4","PGC.ASD",0.022748,0.14844,0.194283846153846
"sacc","Inhib.1.1","PGC.ASD",0.015737,0.18218,0.23026468401487
"sacc","Inhib.2.1","PGC.ASD",0.027736,0.065597,0.105296244131455
"sacc","Micro.1","PGC.ASD",0.040336,0.13034,0.177974297188755
"sacc","OPC.1","PGC.ASD",0.087908,0.0014587,0.00608537423312883
"sacc","Oligo.1","PGC.ASD",0.099295,0.0012546,0.00543393630573248
"hpc","Astro.2","PGC.ASD",0.059536,0.034608,0.0662913802816901
"hpc","Excit.1.1","PGC.ASD",0.043708,0.033574,0.0649129545454546
"hpc","Excit.2.1","PGC.ASD",0.010562,0.3084,0.351823115577889
"hpc","Excit.3.1","PGC.ASD",0.027382,0.06776,0.107656074766355
"hpc","Excit.4.1","PGC.ASD",0.046897,0.032766,0.0642100288184438
"hpc","Excit.5","PGC.ASD",0.065238,0.04605,0.0809147286821705
"hpc","Inhib.1.2","PGC.ASD",-0.0001631,0.50223,0.53420375
"hpc","Inhib.2.2","PGC.ASD",0.015635,0.26236,0.309193760831889
"hpc","Inhib.3.1","PGC.ASD",0.053363,0.0077159,0.0211565
"hpc","Inhib.4.1","PGC.ASD",0.05299,0.021558,0.0464581132075472
"hpc","Inhib.5.1","PGC.ASD",0.026666,0.14938,0.194594636015326
"hpc","Micro.2","PGC.ASD",0.067118,0.0232,0.0489705263157895
"hpc","OPC.2","PGC.ASD",0.099169,0.00048321,0.00247054736842105
"hpc","Oligo.2","PGC.ASD",0.076577,0.0065124,0.0184518
"hpc","Tcell","PGC.ASD",0.041217,0.22945,0.278448484848485
"nac","Astro.3","PGC.ASD",0.021929,0.21554,0.264085045045045
"nac","Inhib.1.3","PGC.ASD",0.053579,0.13573,0.18240395256917
"nac","Inhib.2.3","PGC.ASD",0.10134,0.021163,0.045977124600639
"nac","Inhib.3.2","PGC.ASD",0.066441,0.0031076,0.0108335102040816
"nac","Inhib.4.2","PGC.ASD",0.06431,0.007165,0.0199642448979592
"nac","MSN.D1.1","PGC.ASD",0.090546,0.018451,0.0413323684210526
"nac","MSN.D1.2","PGC.ASD",0.083007,0.0086765,0.0233202371541502
"nac","MSN.D1.3","PGC.ASD",0.099411,0.00073706,0.0035049006993007
"nac","MSN.D1.4","PGC.ASD",0.0020399,0.45766,0.495555414012739
"nac","MSN.D2.1","PGC.ASD",0.092159,0.0029235,0.0102473195876289
"nac","MSN.D2.2","PGC.ASD",0.0080643,0.37106,0.412288888888889
"nac","Micro.3","PGC.ASD",0.049589,0.0815,0.124260089686099
"nac","OPC.3","PGC.ASD",0.10147,0.00041952,0.0022287
"nac","Oligo.3","PGC.ASD",0.081474,0.011154,0.0279954243542435
"amy","Astro.4","PGC.ASD",0.052139,0.02617,0.0539260606060606
"amy","Excit.1.2","PGC.ASD",0.0060695,0.35695,0.399878088962109
"amy","Excit.2.2","PGC.ASD",0.043686,0.10718,0.152793291404612
"amy","Excit.3.2","PGC.ASD",0.0081793,0.37189,0.412537030995106
"amy","Inhib.1.4","PGC.ASD",0.025019,0.093337,0.138277037037037
"amy","Inhib.2.4","PGC.ASD",0.035826,0.041889,0.0760004266666667
"amy","Inhib.3.3","PGC.ASD",0.035025,0.10324,0.150006837606838
"amy","Inhib.4.3","PGC.ASD",0.038111,0.14181,0.18908
"amy","Inhib.5.2","PGC.ASD",0.01144,0.30579,0.350652951096121
"amy","Micro.4","PGC.ASD",0.036928,0.13147,0.17816812749004
"amy","OPC.4","PGC.ASD",0.073154,0.0032839,0.0113352893401015
"amy","Oligo.4","PGC.ASD",0.078735,0.005098,0.0155454708520179
"dlpfc","Astro","PGC.BIP",0.1145,0.0024265,0.0089675
"dlpfc","Excit.L2.3","PGC.BIP",0.10267,3.6314e-05,0.000274372444444444
"dlpfc","Excit.L3.4","PGC.BIP",0.13336,9.8885e-07,1.15934137931034e-05
"dlpfc","Excit.L4.5","PGC.BIP",0.079883,5.3115e-05,0.000380191578947368
"dlpfc","Excit.L5","PGC.BIP",0.10728,0.00016022,0.000981527927927928
"dlpfc","Excit.L5.6","PGC.BIP",0.091419,0.0001029,0.000653943925233645
"dlpfc","Excit.L6.broad","PGC.BIP",0.11771,1.3917e-07,2.01352340425532e-06
"dlpfc","Excit.ambig","PGC.BIP",0.10025,6.4785e-06,6.2934e-05
"dlpfc","Inhib.1","PGC.BIP",0.025809,0.36267,0.404287868852459
"dlpfc","Inhib.2","PGC.BIP",0.19775,0.0011645,0.00507602564102564
"dlpfc","Inhib.3","PGC.BIP",0.085235,0.019702,0.0434253721682848
"dlpfc","Inhib.4","PGC.BIP",0.07229,0.00069011,0.00335196285714286
"dlpfc","Inhib.5","PGC.BIP",0.12815,1.2603e-05,0.000114123684210526
"dlpfc","Inhib.6","PGC.BIP",0.089363,0.00022338,0.00126582
"dlpfc","Micro","PGC.BIP",0.035218,0.19536,0.243751926605505
"dlpfc","OPC","PGC.BIP",0.14607,7.5637e-06,7.24410704225352e-05
"dlpfc","Oligo","PGC.BIP",0.092637,0.0039165,0.0126218957345972
"sacc","Astro.1","PGC.BIP",0.098844,0.0026693,0.00955328421052632
"sacc","Excit.1","PGC.BIP",0.082722,4.1244e-07,5.39344615384615e-06
"sacc","Excit.2","PGC.BIP",0.085067,3.3179e-07,4.42386666666667e-06
"sacc","Excit.3","PGC.BIP",0.086527,1.2945e-05,0.000114319480519481
"sacc","Excit.4","PGC.BIP",0.076313,0.00052919,0.00268544179104478
"sacc","Inhib.1.1","PGC.BIP",0.072175,4.7292e-05,0.000345790967741935
"sacc","Inhib.2.1","PGC.BIP",0.080223,2.5493e-05,0.000206898095238095
"sacc","Micro.1","PGC.BIP",0.036457,0.1661,0.211909943714822
"sacc","OPC.1","PGC.BIP",0.14062,4.5025e-06,4.56970149253731e-05
"sacc","Oligo.1","PGC.BIP",0.095527,0.0029153,0.0102473195876289
"hpc","Astro.2","PGC.BIP",0.10648,0.0010808,0.00477236363636364
"hpc","Excit.1.1","PGC.BIP",0.10775,1.2755e-05,0.000114123684210526
"hpc","Excit.2.1","PGC.BIP",0.090028,3.5801e-05,0.000273535730337079
"hpc","Excit.3.1","PGC.BIP",0.08045,2.2129e-05,0.000183508780487805
"hpc","Excit.4.1","PGC.BIP",0.10462,6.485e-05,0.000454618556701031
"hpc","Excit.5","PGC.BIP",0.16337,3.4134e-05,0.000263762727272727
"hpc","Inhib.1.2","PGC.BIP",0.11457,0.00011674,0.00072828623853211
"hpc","Inhib.2.2","PGC.BIP",0.11199,8.9926e-06,8.37666849315068e-05
"hpc","Inhib.3.1","PGC.BIP",0.10205,8.9199e-06,8.37666849315068e-05
"hpc","Inhib.4.1","PGC.BIP",0.072032,0.00535,0.0161688888888889
"hpc","Inhib.5.1","PGC.BIP",0.13104,1.1012e-06,1.26917966101695e-05
"hpc","Micro.2","PGC.BIP",0.028901,0.20588,0.25408058076225
"hpc","OPC.2","PGC.BIP",0.14916,2.0106e-06,2.24132459016393e-05
"hpc","Oligo.2","PGC.BIP",0.093866,0.00191,0.00742171428571429
"hpc","Tcell","PGC.BIP",0.02704,0.32307,0.364002649006622
"nac","Astro.3","PGC.BIP",0.074927,0.0063198,0.0179810209205021
"nac","Inhib.1.3","PGC.BIP",0.093485,0.037464,0.0699580273972603
"nac","Inhib.2.3","PGC.BIP",0.14641,0.0036958,0.0122106213592233
"nac","Inhib.3.2","PGC.BIP",0.066053,0.0050156,0.0154326153846154
"nac","Inhib.4.2","PGC.BIP",0.067822,0.007193,0.0199642448979592
"nac","MSN.D1.1","PGC.BIP",0.099267,0.014564,0.0343872222222222
"nac","MSN.D1.2","PGC.BIP",0.027751,0.22478,0.273925448028674
"nac","MSN.D1.3","PGC.BIP",0.17396,1.0121e-07,1.49614782608696e-06
"nac","MSN.D1.4","PGC.BIP",0.060878,0.0014853,0.00612123636363636
"nac","MSN.D2.1","PGC.BIP",0.16979,9.8757e-07,1.15934137931034e-05
"nac","MSN.D2.2","PGC.BIP",0.051827,0.023635,0.0496043209876543
"nac","Micro.3","PGC.BIP",0.02263,0.27114,0.316252487135506
"nac","OPC.3","PGC.BIP",0.14267,5.8156e-06,5.73131594202898e-05
"nac","Oligo.3","PGC.BIP",0.079745,0.016961,0.0388307382550336
"amy","Astro.4","PGC.BIP",0.093141,0.00060885,0.00304425
"amy","Excit.1.2","PGC.BIP",0.069405,5.2954e-05,0.000380191578947368
"amy","Excit.2.2","PGC.BIP",0.15139,2.5558e-05,0.000206898095238095
"amy","Excit.3.2","PGC.BIP",0.10104,8.6885e-05,0.000578237669902913
"amy","Inhib.1.4","PGC.BIP",0.094225,2.1967e-06,2.40928387096774e-05
"amy","Inhib.2.4","PGC.BIP",0.083277,0.00010793,0.000679559259259259
"amy","Inhib.3.3","PGC.BIP",0.079924,0.0038263,0.0124365523809524
"amy","Inhib.4.3","PGC.BIP",0.11249,0.0017161,0.0068644
"amy","Inhib.5.2","PGC.BIP",0.10012,1.818e-05,0.00015453
"amy","Micro.4","PGC.BIP",0.022793,0.25512,0.302760209424084
"amy","OPC.4","PGC.BIP",0.1446,2.9717e-07,4.041512e-06
"amy","Oligo.4","PGC.BIP",0.10197,0.00073137,0.0035049006993007
"dlpfc","Astro","PGC.MDD",0.028121,0.23813,0.28601975308642
"dlpfc","Excit.L2.3","PGC.MDD",0.036585,0.073855,0.114660730593607
"dlpfc","Excit.L3.4","PGC.MDD",0.11062,3.2073e-05,0.000250685517241379
"dlpfc","Excit.L4.5","PGC.MDD",0.044352,0.013692,0.0325591608391608
"dlpfc","Excit.L5","PGC.MDD",0.015042,0.30336,0.348798648648649
"dlpfc","Excit.L5.6","PGC.MDD",0.032834,0.086173,0.129928248337029
"dlpfc","Excit.L6.broad","PGC.MDD",0.05614,0.0058144,0.0169690643776824
"dlpfc","Excit.ambig","PGC.MDD",0.041528,0.032265,0.0637796511627907
"dlpfc","Inhib.1","PGC.MDD",0.10325,0.059062,0.0977181508515815
"dlpfc","Inhib.2","PGC.MDD",0.0006134,0.49612,0.529610047095761
"dlpfc","Inhib.3","PGC.MDD",0.071744,0.037443,0.0699580273972603
"dlpfc","Inhib.4","PGC.MDD",0.036273,0.048001,0.083070737913486
"dlpfc","Inhib.5","PGC.MDD",0.0642,0.013694,0.0325591608391608
"dlpfc","Inhib.6","PGC.MDD",0.056231,0.011274,0.028149010989011
"dlpfc","Micro","PGC.MDD",-0.00067793,0.50685,0.537687987519501
"dlpfc","OPC","PGC.MDD",0.079433,0.0074015,0.0204594308943089
"dlpfc","Oligo","PGC.MDD",0.077406,0.011141,0.0279954243542435
"sacc","Astro.1","PGC.MDD",0.056195,0.051922,0.0889344080604534
"sacc","Excit.1","PGC.MDD",0.040524,0.0066094,0.0186489294605809
"sacc","Excit.2","PGC.MDD",0.051287,0.0011231,0.00492714838709677
"sacc","Excit.3","PGC.MDD",0.028902,0.074665,0.115507272727273
"sacc","Excit.4","PGC.MDD",-0.005311,0.59262,0.615239083969466
"sacc","Inhib.1.1","PGC.MDD",0.030892,0.042141,0.0762124468085106
"sacc","Inhib.2.1","PGC.MDD",0.036992,0.026822,0.0549366265060241
"sacc","Micro.1","PGC.MDD",-0.018627,0.69431,0.705454328358209
"sacc","OPC.1","PGC.MDD",0.070841,0.01055,0.0271742424242424
"sacc","Oligo.1","PGC.MDD",0.06819,0.021726,0.0464581132075472
"hpc","Astro.2","PGC.MDD",0.050158,0.069793,0.110370325581395
"hpc","Excit.1.1","PGC.MDD",0.038018,0.06326,0.103157793764988
"hpc","Excit.2.1","PGC.MDD",0.033915,0.061102,0.100118939759036
"hpc","Excit.3.1","PGC.MDD",0.043901,0.0105,0.0271742424242424
"hpc","Excit.4.1","PGC.MDD",0.06556,0.0067041,0.0188379669421488
"hpc","Excit.5","PGC.MDD",0.14395,0.00017514,0.00101994188034188
"hpc","Inhib.1.2","PGC.MDD",0.076515,0.0056308,0.0166475826086957
"hpc","Inhib.2.2","PGC.MDD",0.038436,0.064273,0.104061047619048
"hpc","Inhib.3.1","PGC.MDD",0.053278,0.010616,0.0272410566037736
"hpc","Inhib.4.1","PGC.MDD",0.06012,0.013066,0.0317317142857143
"hpc","Inhib.5.1","PGC.MDD",0.04056,0.063716,0.103652822966507
"hpc","Micro.2","PGC.MDD",0.026937,0.21606,0.264246043165468
"hpc","OPC.2","PGC.MDD",0.10111,0.00062717,0.00311296058394161
"hpc","Oligo.2","PGC.MDD",0.059234,0.032114,0.0637514868804665
"hpc","Tcell","PGC.MDD",-0.0033884,0.52352,0.550221947449768
"nac","Astro.3","PGC.MDD",0.050205,0.043886,0.0783517060367454
"nac","Inhib.1.3","PGC.MDD",0.022963,0.32206,0.364002649006622
"nac","Inhib.2.3","PGC.MDD",0.016331,0.37807,0.418709446254072
"nac","Inhib.3.2","PGC.MDD",0.053069,0.018236,0.0412007947019868
"nac","Inhib.4.2","PGC.MDD",0.067297,0.0068828,0.0192605102880658
"nac","MSN.D1.1","PGC.MDD",0.086658,0.027633,0.0562588023952096
"nac","MSN.D1.2","PGC.MDD",0.059943,0.047723,0.083070737913486
"nac","MSN.D1.3","PGC.MDD",0.096259,0.001409,0.00598825
"nac","MSN.D1.4","PGC.MDD",0.035035,0.039562,0.0733028882833787
"nac","MSN.D2.1","PGC.MDD",0.093538,0.0036505,0.0122106213592233
"nac","MSN.D2.2","PGC.MDD",0.03041,0.11691,0.162963114754098
"nac","Micro.3","PGC.MDD",0.001387,0.48471,0.518949056603774
"nac","OPC.3","PGC.MDD",0.081777,0.0050832,0.0155454708520179
"nac","Oligo.3","PGC.MDD",0.077953,0.016058,0.0371409523809524
"amy","Astro.4","PGC.MDD",0.053847,0.027181,0.0555047447447447
"amy","Excit.1.2","PGC.MDD",0.039571,0.010844,0.0277215037593985
"amy","Excit.2.2","PGC.MDD",0.099204,0.0036272,0.0122106213592233
"amy","Excit.3.2","PGC.MDD",0.0345,0.095204,0.140243376623377
"amy","Inhib.1.4","PGC.MDD",0.049538,0.0062673,0.0179065714285714
"amy","Inhib.2.4","PGC.MDD",0.051974,0.0078252,0.0213700240963855
"amy","Inhib.3.3","PGC.MDD",0.046681,0.053306,0.0903942144638404
"amy","Inhib.4.3","PGC.MDD",0.046481,0.1036,0.150048510638298
"amy","Inhib.5.2","PGC.MDD",0.028797,0.10881,0.154792468619247
"amy","Micro.4","PGC.MDD",0.0081509,0.40464,0.444515670436187
"amy","OPC.4","PGC.MDD",0.082353,0.0017572,0.00694706976744186
"amy","Oligo.4","PGC.MDD",0.05224,0.047894,0.083070737913486
"dlpfc","Astro","PGCFr2.PTSD",0.032335,0.20301,0.250994181818182
"dlpfc","Excit.L2.3","PGCFr2.PTSD",0.029269,0.11463,0.16105041322314
"dlpfc","Excit.L3.4","PGCFr2.PTSD",0.057861,0.012993,0.0316675268817204
"dlpfc","Excit.L4.5","PGCFr2.PTSD",0.012173,0.26688,0.312893793103448
"dlpfc","Excit.L5","PGCFr2.PTSD",0.075214,0.0038394,0.0124365523809524
"dlpfc","Excit.L5.6","PGCFr2.PTSD",0.037248,0.054254,0.0917729353233831
"dlpfc","Excit.L6.broad","PGCFr2.PTSD",0.039304,0.034551,0.0662913802816901
"dlpfc","Excit.ambig","PGCFr2.PTSD",0.026731,0.1094,0.154983333333333
"dlpfc","Inhib.1","PGCFr2.PTSD",-0.018214,0.60299,0.625050609756098
"dlpfc","Inhib.2","PGCFr2.PTSD",0.13821,0.012503,0.0308044927536232
"dlpfc","Inhib.3","PGCFr2.PTSD",0.068298,0.043075,0.0772849604221636
"dlpfc","Inhib.4","PGCFr2.PTSD",0.014235,0.25315,0.30200350877193
"dlpfc","Inhib.5","PGCFr2.PTSD",0.058398,0.020707,0.045130641025641
"dlpfc","Inhib.6","PGCFr2.PTSD",0.037417,0.058049,0.0966481173594132
"dlpfc","Micro","PGCFr2.PTSD",0.029576,0.22104,0.269851346499102
"dlpfc","OPC","PGCFr2.PTSD",0.048091,0.066827,0.106422388758782
"dlpfc","Oligo","PGCFr2.PTSD",0.093103,0.0025551,0.00931418181818182
"sacc","Astro.1","PGCFr2.PTSD",0.072485,0.015347,0.0358187671232877
"sacc","Excit.1","PGCFr2.PTSD",0.037393,0.0098864,0.0259565714285714
"sacc","Excit.2","PGCFr2.PTSD",0.024934,0.065965,0.105296244131455
"sacc","Excit.3","PGCFr2.PTSD",0.024452,0.10717,0.152793291404612
"sacc","Excit.4","PGCFr2.PTSD",0.034603,0.059366,0.0979827184466019
"sacc","Inhib.1.1","PGCFr2.PTSD",0.018029,0.15421,0.199738666666667
"sacc","Inhib.2.1","PGCFr2.PTSD",0.018878,0.16199,0.207054887218045
"sacc","Micro.1","PGCFr2.PTSD",0.01247,0.36194,0.404136617405583
"sacc","OPC.1","PGCFr2.PTSD",0.06877,0.011301,0.028149010989011
"sacc","Oligo.1","PGCFr2.PTSD",0.07285,0.013674,0.0325591608391608
"hpc","Astro.2","PGCFr2.PTSD",0.023554,0.23849,0.28601975308642
"hpc","Excit.1.1","PGCFr2.PTSD",0.041321,0.0439,0.0783517060367454
"hpc","Excit.2.1","PGCFr2.PTSD",0.021682,0.15504,0.200051612903226
"hpc","Excit.3.1","PGCFr2.PTSD",0.042033,0.012553,0.0308160288808664
"hpc","Excit.4.1","PGCFr2.PTSD",0.0088701,0.36433,0.405473649754501
"hpc","Excit.5","PGCFr2.PTSD",0.050376,0.096334,0.141484060475162
"hpc","Inhib.1.2","PGCFr2.PTSD",0.035301,0.11823,0.16421306122449
"hpc","Inhib.2.2","PGCFr2.PTSD",0.04298,0.042397,0.0764720424403183
"hpc","Inhib.3.1","PGCFr2.PTSD",0.016189,0.23692,0.285142654867257
"hpc","Inhib.4.1","PGCFr2.PTSD",0.0626,0.0095632,0.0253034085603113
"hpc","Inhib.5.1","PGCFr2.PTSD",0.069792,0.0036991,0.0122106213592233
"hpc","Micro.2","PGCFr2.PTSD",0.026763,0.20651,0.254396376811594
"hpc","OPC.2","PGCFr2.PTSD",0.047018,0.063994,0.10385661097852
"hpc","Oligo.2","PGCFr2.PTSD",0.081037,0.0047773,0.0150104516129032
"hpc","Tcell","PGCFr2.PTSD",0.044267,0.19971,0.247363934426229
"nac","Astro.3","PGCFr2.PTSD",0.035602,0.10474,0.150896610169492
"nac","Inhib.1.3","PGCFr2.PTSD",0.065825,0.091372,0.135958336980306
"nac","Inhib.2.3","PGCFr2.PTSD",0.10344,0.018245,0.0412007947019868
"nac","Inhib.3.2","PGCFr2.PTSD",0.06369,0.0047901,0.0150104516129032
"nac","Inhib.4.2","PGCFr2.PTSD",0.073263,0.0026144,0.00940630687830688
"nac","MSN.D1.1","PGCFr2.PTSD",0.075999,0.042794,0.0769839153439153
"nac","MSN.D1.2","PGCFr2.PTSD",0.021089,0.27435,0.319193162393162
"nac","MSN.D1.3","PGCFr2.PTSD",0.081954,0.0048413,0.0151013027522936
"nac","MSN.D1.4","PGCFr2.PTSD",0.023519,0.11637,0.162963114754098
"nac","MSN.D2.1","PGCFr2.PTSD",0.067166,0.021671,0.0464581132075472
"nac","MSN.D2.2","PGCFr2.PTSD",0.042042,0.044231,0.0787358115183246
"nac","Micro.3","PGCFr2.PTSD",0.034387,0.15979,0.20501358490566
"nac","OPC.3","PGCFr2.PTSD",0.043872,0.078716,0.120828171557562
"nac","Oligo.3","PGCFr2.PTSD",0.12133,0.00038087,0.00208864193548387
"amy","Astro.4","PGCFr2.PTSD",0.031226,0.1249,0.172275862068966
"amy","Excit.1.2","PGCFr2.PTSD",0.024923,0.073847,0.114660730593607
"amy","Excit.2.2","PGCFr2.PTSD",0.056385,0.057349,0.0958165110565111
"amy","Excit.3.2","PGCFr2.PTSD",0.012001,0.31911,0.361658
"amy","Inhib.1.4","PGCFr2.PTSD",0.01699,0.1925,0.241512915129151
"amy","Inhib.2.4","PGCFr2.PTSD",0.01427,0.25086,0.300325352112676
"amy","Inhib.3.3","PGCFr2.PTSD",0.041442,0.070736,0.111086558891455
