"Region","CellType","GWAS","Beta","P","P.adj.fdr"
"amy","Inhib.4.3","PGCFr2.PTSD",0.053913,0.071077,0.111364884792627
"amy","Inhib.5.2","PGCFr2.PTSD",0.045096,0.024878,0.0517340672782875
"amy","Micro.4","PGCFr2.PTSD",0.04765,0.068836,0.109110675990676
"amy","OPC.4","PGCFr2.PTSD",0.057365,0.019733,0.0434253721682848
"amy","Oligo.4","PGCFr2.PTSD",0.074016,0.0082598,0.0223771474103586
"dlpfc","Astro","addxn.AgeSmk",0.055199,0.060094,0.0989441162227603
"dlpfc","Excit.L2.3","addxn.AgeSmk",0.023721,0.14624,0.1938
"dlpfc","Excit.L3.4","addxn.AgeSmk",0.023471,0.17362,0.220675887850467
"dlpfc","Excit.L4.5","addxn.AgeSmk",0.011691,0.25694,0.304388850174216
"dlpfc","Excit.L5","addxn.AgeSmk",0.024206,0.17822,0.22567895716946
"dlpfc","Excit.L5.6","addxn.AgeSmk",0.010724,0.30771,0.351702857142857
"dlpfc","Excit.L6.broad","addxn.AgeSmk",0.022544,0.13066,0.17805370741483
"dlpfc","Excit.ambig","addxn.AgeSmk",0.033703,0.047922,0.083070737913486
"dlpfc","Inhib.1","addxn.AgeSmk",0.10871,0.040263,0.0739183827493261
"dlpfc","Inhib.2","addxn.AgeSmk",0.078919,0.086965,0.130832300884956
"dlpfc","Inhib.3","addxn.AgeSmk",0.0031354,0.46589,0.502068462757528
"dlpfc","Inhib.4","addxn.AgeSmk",0.020268,0.15117,0.196549904397706
"dlpfc","Inhib.5","addxn.AgeSmk",0.011771,0.32879,0.369549090909091
"dlpfc","Inhib.6","addxn.AgeSmk",0.03903,0.036542,0.0686818784530387
"dlpfc","Micro","addxn.AgeSmk",-0.0013797,0.51561,0.544432919254658
"dlpfc","OPC","addxn.AgeSmk",0.021033,0.23658,0.285142654867257
"dlpfc","Oligo","addxn.AgeSmk",0.088289,0.0020686,0.0078583687150838
"sacc","Astro.1","addxn.AgeSmk",0.014007,0.32332,0.364002649006622
"sacc","Excit.1","addxn.AgeSmk",0.027274,0.031648,0.0631103812316716
"sacc","Excit.2","addxn.AgeSmk",0.022691,0.064957,0.104918669833729
"sacc","Excit.3","addxn.AgeSmk",0.012916,0.2353,0.284198934280639
"sacc","Excit.4","addxn.AgeSmk",0.017419,0.19696,0.244849725776965
"sacc","Inhib.1.1","addxn.AgeSmk",0.026553,0.047802,0.083070737913486
"sacc","Inhib.2.1","addxn.AgeSmk",0.048115,0.0023251,0.00868718681318681
"sacc","Micro.1","addxn.AgeSmk",-0.0076606,0.5913,0.614807339449541
"sacc","OPC.1","addxn.AgeSmk",0.03501,0.10371,0.150048510638298
"sacc","Oligo.1","addxn.AgeSmk",0.082827,0.0033651,0.01144134
"hpc","Astro.2","addxn.AgeSmk",0.033434,0.13312,0.179903174603175
"hpc","Excit.1.1","addxn.AgeSmk",0.00082359,0.48512,0.518949056603774
"hpc","Excit.2.1","addxn.AgeSmk",0.0053668,0.39344,0.434316883116883
"hpc","Excit.3.1","addxn.AgeSmk",0.021617,0.099463,0.145451268817204
"hpc","Excit.4.1","addxn.AgeSmk",0.026626,0.12947,0.177499193548387
"hpc","Excit.5","addxn.AgeSmk",0.043839,0.10919,0.154983333333333
"hpc","Inhib.1.2","addxn.AgeSmk",0.051836,0.029144,0.058632899408284
"hpc","Inhib.2.2","addxn.AgeSmk",0.039754,0.039916,0.0735616260162602
"hpc","Inhib.3.1","addxn.AgeSmk",0.020667,0.15486,0.200051612903226
"hpc","Inhib.4.1","addxn.AgeSmk",0.025349,0.14927,0.194594636015326
"hpc","Inhib.5.1","addxn.AgeSmk",0.02542,0.14649,0.1938
"hpc","Micro.2","addxn.AgeSmk",-0.0011622,0.5151,0.544432919254658
"hpc","OPC.2","addxn.AgeSmk",0.057477,0.021945,0.04676275
"hpc","Oligo.2","addxn.AgeSmk",0.08203,0.0021781,0.00822837777777778
"hpc","Tcell","addxn.AgeSmk",0.0064149,0.44739,0.485982747603834
"nac","Astro.3","addxn.AgeSmk",0.0047537,0.42748,0.466744141252006
"nac","Inhib.1.3","addxn.AgeSmk",0.081713,0.032535,0.0640221965317919
"nac","Inhib.2.3","addxn.AgeSmk",0.077474,0.04801,0.083070737913486
"nac","Inhib.3.2","addxn.AgeSmk",0.026961,0.11833,0.16421306122449
"nac","Inhib.4.2","addxn.AgeSmk",0.022826,0.17598,0.223258208955224
"nac","MSN.D1.1","addxn.AgeSmk",-0.0045908,0.546,0.572080123266564
"nac","MSN.D1.2","addxn.AgeSmk",0.026868,0.19895,0.246872262773723
"nac","MSN.D1.3","addxn.AgeSmk",-0.013713,0.6823,0.69559820089955
"nac","MSN.D1.4","addxn.AgeSmk",0.025061,0.080252,0.122908468468468
"nac","MSN.D2.1","addxn.AgeSmk",-0.0060613,0.57734,0.602133742331288
"nac","MSN.D2.2","addxn.AgeSmk",-0.0077255,0.63181,0.649970953101362
"nac","Micro.3","addxn.AgeSmk",0.015764,0.31368,0.356097495826377
"nac","OPC.3","addxn.AgeSmk",0.052511,0.03348,0.0649129545454546
"nac","Oligo.3","addxn.AgeSmk",0.064822,0.024842,0.0517340672782875
"amy","Astro.4","addxn.AgeSmk",0.013871,0.28821,0.333304081632653
"amy","Excit.1.2","addxn.AgeSmk",0.017554,0.12922,0.177499193548387
"amy","Excit.2.2","addxn.AgeSmk",0.034197,0.14565,0.19344140625
"amy","Excit.3.2","addxn.AgeSmk",-0.021004,0.81441,0.821659940652819
"amy","Inhib.1.4","addxn.AgeSmk",0.028629,0.052517,0.089502656641604
"amy","Inhib.2.4","addxn.AgeSmk",0.028952,0.065171,0.105014881516588
"amy","Inhib.3.3","addxn.AgeSmk",0.034661,0.091317,0.135958336980306
"amy","Inhib.4.3","addxn.AgeSmk",0.020807,0.26742,0.312987263339071
"amy","Inhib.5.2","addxn.AgeSmk",0.024062,0.12605,0.17351012145749
"amy","Micro.4","addxn.AgeSmk",-0.00021274,0.50278,0.53420375
"amy","OPC.4","addxn.AgeSmk",0.025782,0.15773,0.203137121212121
"amy","Oligo.4","addxn.AgeSmk",0.089545,0.00076603,0.00361736388888889
"dlpfc","Astro","addxn.CigDay",0.0016137,0.48268,0.518518799368089
"dlpfc","Excit.L2.3","addxn.CigDay",0.079824,0.00039524,0.00212904251968504
"dlpfc","Excit.L3.4","addxn.CigDay",0.091691,0.00024859,0.00137431869918699
"dlpfc","Excit.L4.5","addxn.CigDay",0.071044,8.7586e-05,0.000578237669902913
"dlpfc","Excit.L5","addxn.CigDay",0.091756,0.00042455,0.00223793798449612
"dlpfc","Excit.L5.6","addxn.CigDay",0.067479,0.0014225,0.00600708641975309
"dlpfc","Excit.L6.broad","addxn.CigDay",0.08089,6.9866e-05,0.0004804404
"dlpfc","Excit.ambig","addxn.CigDay",0.079672,9.1022e-05,0.00058947580952381
"dlpfc","Inhib.1","addxn.CigDay",-0.028765,0.66872,0.683803909774436
"dlpfc","Inhib.2","addxn.CigDay",0.13305,0.013777,0.0326423693379791
"dlpfc","Inhib.3","addxn.CigDay",0.0055127,0.44279,0.48175552
"dlpfc","Inhib.4","addxn.CigDay",0.065543,0.00083005,0.00389264827586207
"dlpfc","Inhib.5","addxn.CigDay",0.040473,0.073669,0.114660730593607
"dlpfc","Inhib.6","addxn.CigDay",0.047065,0.020499,0.0448209646302251
"dlpfc","Micro","addxn.CigDay",0.08773,0.010115,0.0264546153846154
"dlpfc","OPC","addxn.CigDay",0.068907,0.012802,0.0313142446043165
"dlpfc","Oligo","addxn.CigDay",0.044456,0.085395,0.129041333333333
"sacc","Astro.1","addxn.CigDay",0.016944,0.29805,0.343515254237288
"sacc","Excit.1","addxn.CigDay",0.060197,5.3719e-05,0.000380509583333333
"sacc","Excit.2","addxn.CigDay",0.069891,5.665e-06,5.665e-05
"sacc","Excit.3","addxn.CigDay",0.047302,0.0061546,0.0177943898305085
"sacc","Excit.4","addxn.CigDay",0.05484,0.0054499,0.0163256916299559
"sacc","Inhib.1.1","addxn.CigDay",0.052535,0.00094039,0.00429171275167785
"sacc","Inhib.2.1","addxn.CigDay",0.029774,0.049775,0.0859060913705584
"sacc","Micro.1","addxn.CigDay",0.089943,0.0054073,0.0162697522123894
"sacc","OPC.1","addxn.CigDay",0.060073,0.020184,0.0442745806451613
"sacc","Oligo.1","addxn.CigDay",0.039564,0.11024,0.155848648648649
"hpc","Astro.2","addxn.CigDay",0.011489,0.35801,0.400405921052632
"hpc","Excit.1.1","addxn.CigDay",0.068844,0.0016325,0.0066077380952381
"hpc","Excit.2.1","addxn.CigDay",0.055528,0.0039764,0.0127544905660377
"hpc","Excit.3.1","addxn.CigDay",0.037843,0.016918,0.0388307382550336
"hpc","Excit.4.1","addxn.CigDay",0.069586,0.002507,0.00921491891891892
"hpc","Excit.5","addxn.CigDay",0.10472,0.0027785,0.00984052083333333
"hpc","Inhib.1.2","addxn.CigDay",0.056527,0.024779,0.0517340672782875
"hpc","Inhib.2.2","addxn.CigDay",0.04263,0.037551,0.0699580273972603
"hpc","Inhib.3.1","addxn.CigDay",0.025323,0.12005,0.166260692464358
"hpc","Inhib.4.1","addxn.CigDay",0.05025,0.02631,0.0540507552870091
"hpc","Inhib.5.1","addxn.CigDay",0.055076,0.015381,0.0358187671232877
"hpc","Micro.2","addxn.CigDay",0.090543,0.0027699,0.00984052083333333
"hpc","OPC.2","addxn.CigDay",0.055385,0.032576,0.0640221965317919
"hpc","Oligo.2","addxn.CigDay",0.0059015,0.42287,0.463792903225806
"hpc","Tcell","addxn.CigDay",0.025361,0.31349,0.356097495826377
"nac","Astro.3","addxn.CigDay",0.049126,0.036563,0.0686818784530387
"nac","Inhib.1.3","addxn.CigDay",0.10855,0.01099,0.0279688059701493
"nac","Inhib.2.3","addxn.CigDay",0.086493,0.039021,0.0724980327868853
"nac","Inhib.3.2","addxn.CigDay",0.052136,0.014743,0.0346894117647059
"nac","Inhib.4.2","addxn.CigDay",0.095718,0.0001025,0.000653943925233645
"nac","MSN.D1.1","addxn.CigDay",0.036745,0.18992,0.239158518518519
"nac","MSN.D1.2","addxn.CigDay",0.027445,0.21027,0.258559855334539
"nac","MSN.D1.3","addxn.CigDay",0.14862,4.7788e-07,6.13129056603774e-06
"nac","MSN.D1.4","addxn.CigDay",0.020902,0.13334,0.179903174603175
"nac","MSN.D2.1","addxn.CigDay",0.13245,2.5899e-05,0.000207192
"nac","MSN.D2.2","addxn.CigDay",0.016111,0.2522,0.301398945518453
"nac","Micro.3","addxn.CigDay",0.065587,0.028672,0.0580266666666667
"nac","OPC.3","addxn.CigDay",0.051124,0.045153,0.0795441450777202
"nac","Oligo.3","addxn.CigDay",0.030355,0.19204,0.241381146025878
"amy","Astro.4","addxn.CigDay",0.042786,0.05083,0.0872838383838384
"amy","Excit.1.2","addxn.CigDay",0.042595,0.0047802,0.0150104516129032
"amy","Excit.2.2","addxn.CigDay",0.098163,0.0021997,0.00826406629834254
"amy","Excit.3.2","addxn.CigDay",0.070504,0.0023743,0.00882253551912568
"amy","Inhib.1.4","addxn.CigDay",0.02564,0.084843,0.128492739420935
"amy","Inhib.2.4","addxn.CigDay",0.029142,0.076518,0.11798693877551
"amy","Inhib.3.3","addxn.CigDay",0.017723,0.2579,0.304994782608696
"amy","Inhib.4.3","addxn.CigDay",0.061405,0.040455,0.07395
"amy","Inhib.5.2","addxn.CigDay",0.055433,0.0061757,0.0177943898305085
"amy","Micro.4","addxn.CigDay",0.073946,0.011023,0.0279688059701493
"amy","OPC.4","addxn.CigDay",0.048943,0.035092,0.0668819047619048
"amy","Oligo.4","addxn.CigDay",0.0082291,0.39148,0.43285593495935
"dlpfc","Astro","addxn.DrnkWk",0.050052,0.10551,0.151364556962025
"dlpfc","Excit.L2.3","addxn.DrnkWk",0.045879,0.033874,0.0652530311614731
"dlpfc","Excit.L3.4","addxn.DrnkWk",0.079014,0.0019895,0.00764327683615819
"dlpfc","Excit.L4.5","addxn.DrnkWk",0.012142,0.27066,0.316235051546392
"dlpfc","Excit.L5","addxn.DrnkWk",0.059661,0.019604,0.0434253721682848
"dlpfc","Excit.L5.6","addxn.DrnkWk",0.020527,0.19498,0.243725
"dlpfc","Excit.L6.broad","addxn.DrnkWk",0.03834,0.041912,0.0760004266666667
"dlpfc","Excit.ambig","addxn.DrnkWk",0.035059,0.058131,0.0966481173594132
"dlpfc","Inhib.1","addxn.DrnkWk",-0.028751,0.6603,0.677230769230769
"dlpfc","Inhib.2","addxn.DrnkWk",0.09017,0.07474,0.115507272727273
"dlpfc","Inhib.3","addxn.DrnkWk",0.025413,0.26569,0.312036614853195
"dlpfc","Inhib.4","addxn.DrnkWk",-0.0072804,0.62924,0.648307878787879
"dlpfc","Inhib.5","addxn.DrnkWk",0.047205,0.055461,0.0934713861386139
"dlpfc","Inhib.6","addxn.DrnkWk",-0.0028247,0.54557,0.572080123266564
"dlpfc","Micro","addxn.DrnkWk",-0.05116,0.90507,0.9064029455081
"dlpfc","OPC","addxn.DrnkWk",-0.010241,0.62363,0.643502883156297
"dlpfc","Oligo","addxn.DrnkWk",0.1029,0.0012918,0.00555964556962025
"sacc","Astro.1","addxn.DrnkWk",0.037417,0.13904,0.185750884086444
"sacc","Excit.1","addxn.DrnkWk",0.029881,0.033602,0.0649129545454546
"sacc","Excit.2","addxn.DrnkWk",0.031095,0.031258,0.062516
"sacc","Excit.3","addxn.DrnkWk",0.014754,0.22972,0.278448484848485
"sacc","Excit.4","addxn.DrnkWk",0.036979,0.052473,0.089502656641604
"sacc","Inhib.1.1","addxn.DrnkWk",0.024069,0.088587,0.132978278145695
"sacc","Inhib.2.1","addxn.DrnkWk",0.019731,0.15226,0.197589312977099
"sacc","Micro.1","addxn.DrnkWk",-0.029052,0.78495,0.79311441307578
"sacc","OPC.1","addxn.DrnkWk",0.0027215,0.46486,0.501753650793651
"sacc","Oligo.1","addxn.DrnkWk",0.11252,0.00047462,0.00244501212121212
"hpc","Astro.2","addxn.DrnkWk",0.046794,0.082946,0.125973035714286
"hpc","Excit.1.1","addxn.DrnkWk",0.05837,0.0088105,0.0234946666666667
"hpc","Excit.2.1","addxn.DrnkWk",0.039768,0.03556,0.06736356545961
"hpc","Excit.3.1","addxn.DrnkWk",0.051592,0.0031226,0.0108335102040816
"hpc","Excit.4.1","addxn.DrnkWk",0.034412,0.095283,0.140243376623377
"hpc","Excit.5","addxn.DrnkWk",0.062847,0.056057,0.0940845320197044
"hpc","Inhib.1.2","addxn.DrnkWk",0.030443,0.16037,0.205370244821092
"hpc","Inhib.2.2","addxn.DrnkWk",0.048525,0.028025,0.0568865671641791
"hpc","Inhib.3.1","addxn.DrnkWk",0.024137,0.14712,0.193898646034816
"hpc","Inhib.4.1","addxn.DrnkWk",0.041976,0.061289,0.100183942307692
"hpc","Inhib.5.1","addxn.DrnkWk",0.028126,0.14857,0.194283846153846
"hpc","Micro.2","addxn.DrnkWk",-0.034875,0.84537,0.849116100443131
"hpc","OPC.2","addxn.DrnkWk",0.0035761,0.45479,0.4932331738437
"hpc","Oligo.2","addxn.DrnkWk",0.093152,0.0017303,0.00688072514619883
"hpc","Tcell","addxn.DrnkWk",0.030963,0.28956,0.334296774193548
"nac","Astro.3","addxn.DrnkWk",0.049428,0.045114,0.0795441450777202
"nac","Inhib.1.3","addxn.DrnkWk",0.051124,0.14742,0.193898646034816
"nac","Inhib.2.3","addxn.DrnkWk",0.041968,0.21346,0.262008664259928
"nac","Inhib.3.2","addxn.DrnkWk",-0.0093928,0.6434,0.660894259818731
"nac","Inhib.4.2","addxn.DrnkWk",0.045064,0.050148,0.0863307341772152
"nac","MSN.D1.1","addxn.DrnkWk",-0.022386,0.69508,0.705454328358209
"nac","MSN.D1.2","addxn.DrnkWk",0.026664,0.22585,0.274737030411449
"nac","MSN.D1.3","addxn.DrnkWk",0.10359,0.00066217,0.00326286666666667
"nac","MSN.D1.4","addxn.DrnkWk",0.038525,0.025906,0.0535443161094225
"nac","MSN.D2.1","addxn.DrnkWk",0.04182,0.11695,0.162963114754098
"nac","MSN.D2.2","addxn.DrnkWk",0.047348,0.029843,0.0598620648967552
"nac","Micro.3","addxn.DrnkWk",-0.017334,0.68568,0.697997604790419
"nac","OPC.3","addxn.DrnkWk",-0.013681,0.66635,0.682406626506024
"nac","Oligo.3","addxn.DrnkWk",0.074608,0.021413,0.046372101910828
"amy","Astro.4","addxn.DrnkWk",0.043775,0.058443,0.0969298536585366
"amy","Excit.1.2","addxn.DrnkWk",0.029297,0.044651,0.0790694791666667
"amy","Excit.2.2","addxn.DrnkWk",0.048489,0.089666,0.13400632967033
"amy","Excit.3.2","addxn.DrnkWk",0.062616,0.0080747,0.021963184
"amy","Inhib.1.4","addxn.DrnkWk",-0.0041267,0.58301,0.607116079632466
"amy","Inhib.2.4","addxn.DrnkWk",0.023407,0.13696,0.183693885601578
"amy","Inhib.3.3","addxn.DrnkWk",0.036868,0.10188,0.148666094420601
"amy","Inhib.4.3","addxn.DrnkWk",0.00025326,0.4973,0.530037617554859
"amy","Inhib.5.2","addxn.DrnkWk",0.049806,0.017017,0.0388307382550336
"amy","Micro.4","addxn.DrnkWk",-0.033642,0.83916,0.844125443786982
"amy","OPC.4","addxn.DrnkWk",-0.0075694,0.60543,0.626624657534247
"amy","Oligo.4","addxn.DrnkWk",0.090763,0.0019559,0.00755688636363636
"dlpfc","Astro","addxn.SmkInit",0.024272,0.2834,0.328855877342419
"dlpfc","Excit.L2.3","addxn.SmkInit",0.055739,0.018478,0.0413323684210526
"dlpfc","Excit.L3.4","addxn.SmkInit",0.11126,7.0653e-05,0.0004804404
"dlpfc","Excit.L4.5","addxn.SmkInit",0.061127,0.0020397,0.00779211235955056
"dlpfc","Excit.L5","addxn.SmkInit",0.11004,0.00016251,0.000986667857142857
"dlpfc","Excit.L5.6","addxn.SmkInit",0.052733,0.019254,0.0429269508196721
"dlpfc","Excit.L6.broad","addxn.SmkInit",0.068848,0.0018859,0.00737018390804598
"dlpfc","Excit.ambig","addxn.SmkInit",0.063983,0.0036731,0.0122106213592233
"dlpfc","Inhib.1","addxn.SmkInit",0.19249,0.0049133,0.0152559086757991
"dlpfc","Inhib.2","addxn.SmkInit",0.068833,0.14853,0.194283846153846
"dlpfc","Inhib.3","addxn.SmkInit",0.1544,0.00019032,0.00108754285714286
"dlpfc","Inhib.4","addxn.SmkInit",0.049097,0.018298,0.0412007947019868
"dlpfc","Inhib.5","addxn.SmkInit",0.1303,1.6554e-05,0.000142490126582278
"dlpfc","Inhib.6","addxn.SmkInit",0.078135,0.0013577,0.00580651572327044
"dlpfc","Micro","addxn.SmkInit",0.0076534,0.42762,0.466744141252006
"dlpfc","OPC","addxn.SmkInit",0.12928,0.00013269,0.000820265454545455
"dlpfc","Oligo","addxn.SmkInit",0.080356,0.013513,0.0325591608391608
"sacc","Astro.1","addxn.SmkInit",0.018302,0.30774,0.351702857142857
"sacc","Excit.1","addxn.SmkInit",0.084901,6.8813e-07,8.35586428571428e-06
"sacc","Excit.2","addxn.SmkInit",0.081715,2.9035e-06,3.13393650793651e-05
"sacc","Excit.3","addxn.SmkInit",0.042855,0.022006,0.04676275
"sacc","Excit.4","addxn.SmkInit",0.075397,0.00092967,0.00428161081081081
"sacc","Inhib.1.1","addxn.SmkInit",0.062237,0.00057486,0.00289559111111111
"sacc","Inhib.2.1","addxn.SmkInit",0.080073,4.4716e-05,0.000330509565217391
"sacc","Micro.1","addxn.SmkInit",0.0035466,0.46378,0.501383783783784
"sacc","OPC.1","addxn.SmkInit",0.15063,3.1377e-06,3.33380625e-05
"sacc","Oligo.1","addxn.SmkInit",0.090832,0.0062392,0.0179015021097046
"hpc","Astro.2","addxn.SmkInit",0.022919,0.26312,0.309552941176471
"hpc","Excit.1.1","addxn.SmkInit",0.03121,0.11455,0.16105041322314
"hpc","Excit.2.1","addxn.SmkInit",0.052317,0.013675,0.0325591608391608
"hpc","Excit.3.1","addxn.SmkInit",0.060305,0.001472,0.00610341463414634
"hpc","Excit.4.1","addxn.SmkInit",0.066335,0.0084543,0.0228131904761905
"hpc","Excit.5","addxn.SmkInit",0.17938,9.5086e-06,8.73763243243243e-05
"hpc","Inhib.1.2","addxn.SmkInit",0.086984,0.0036562,0.0122106213592233
"hpc","Inhib.2.2","addxn.SmkInit",0.072355,0.0037641,0.0123651594202899
"hpc","Inhib.3.1","addxn.SmkInit",0.061411,0.0057526,0.0168610689655172
"hpc","Inhib.4.1","addxn.SmkInit",0.076687,0.004168,0.0132441121495327
"hpc","Inhib.5.1","addxn.SmkInit",0.089237,0.00093188,0.00428161081081081
"hpc","Micro.2","addxn.SmkInit",0.016692,0.32285,0.364002649006622
"hpc","OPC.2","addxn.SmkInit",0.13083,7.0187e-05,0.0004804404
"hpc","Oligo.2","addxn.SmkInit",0.10076,0.0015031,0.00615727710843374
"hpc","Tcell","addxn.SmkInit",0.023097,0.34695,0.389316831683168
"nac","Astro.3","addxn.SmkInit",0.043499,0.080524,0.12304791011236
"nac","Inhib.1.3","addxn.SmkInit",0.10528,0.021626,0.0464581132075472
"nac","Inhib.2.3","addxn.SmkInit",0.12641,0.011157,0.0279954243542435
"nac","Inhib.3.2","addxn.SmkInit",0.065403,0.0074399,0.0204823157894737
"nac","Inhib.4.2","addxn.SmkInit",0.10396,0.00017127,0.00101272695652174
"nac","MSN.D1.1","addxn.SmkInit",0.12402,0.0038407,0.0124365523809524
"nac","MSN.D1.2","addxn.SmkInit",0.21436,6.0676e-09,1.031492e-07
"nac","MSN.D1.3","addxn.SmkInit",0.12347,0.00017103,0.00101272695652174
"nac","MSN.D1.4","addxn.SmkInit",0.074042,0.00023138,0.00129863278688525
"nac","MSN.D2.1","addxn.SmkInit",0.14512,4.4308e-05,0.000330509565217391
"nac","MSN.D2.2","addxn.SmkInit",0.083754,0.0010282,0.00459984210526316
"nac","Micro.3","addxn.SmkInit",0.0026856,0.47233,0.508203164556962
"nac","OPC.3","addxn.SmkInit",0.11984,0.00023299,0.00129863278688525
"nac","Oligo.3","addxn.SmkInit",0.10245,0.004986,0.0154112727272727
"amy","Astro.4","addxn.SmkInit",0.029761,0.15866,0.203948582230624
"amy","Excit.1.2","addxn.SmkInit",0.06227,0.00038725,0.00210664
"amy","Excit.2.2","addxn.SmkInit",0.13655,0.00017549,0.00101994188034188
"amy","Excit.3.2","addxn.SmkInit",0.065782,0.009349,0.02483328125
"amy","Inhib.1.4","addxn.SmkInit",0.065526,0.00089786,0.00418181369863014
"amy","Inhib.2.4","addxn.SmkInit",0.06794,0.0014311,0.00600708641975309
"amy","Inhib.3.3","addxn.SmkInit",0.095356,0.0009817,0.00445037333333333
"amy","Inhib.4.3","addxn.SmkInit",0.1234,0.0010366,0.00460711111111111
"amy","Inhib.5.2","addxn.SmkInit",0.082822,0.00045764,0.0023755358778626
"amy","Micro.4","addxn.SmkInit",-0.0012131,0.51341,0.543798753894081
"amy","OPC.4","addxn.SmkInit",0.13747,4.1328e-06,4.25803636363636e-05
"amy","Oligo.4","addxn.SmkInit",0.10776,0.00066875,0.00327158273381295
"dlpfc","Astro","addxn.SmkCes",0.023535,0.25402,0.302510683012259
"dlpfc","Excit.L2.3","addxn.SmkCes",0.051904,0.010537,0.0271742424242424
"dlpfc","Excit.L3.4","addxn.SmkCes",0.044471,0.036534,0.0686818784530387
"dlpfc","Excit.L4.5","addxn.SmkCes",0.038352,0.01669,0.0384718644067797
"dlpfc","Excit.L5","addxn.SmkCes",0.086625,0.000437,0.00228584615384615
"dlpfc","Excit.L5.6","addxn.SmkCes",0.050104,0.0097829,0.0257843875968992
"dlpfc","Excit.L6.broad","addxn.SmkCes",0.044982,0.012324,0.0304738909090909
"dlpfc","Excit.ambig","addxn.SmkCes",0.036534,0.035113,0.0668819047619048
"dlpfc","Inhib.1","addxn.SmkCes",-0.028365,0.67435,0.688525525525526
"dlpfc","Inhib.2","addxn.SmkCes",-0.056131,0.83533,0.84151762962963
"dlpfc","Inhib.3","addxn.SmkCes",0.0060703,0.435,0.474038461538462
"dlpfc","Inhib.4","addxn.SmkCes",0.021239,0.14288,0.19013385518591
"dlpfc","Inhib.5","addxn.SmkCes",0.045293,0.044574,0.0790694791666667
"dlpfc","Inhib.6","addxn.SmkCes",0.041822,0.028777,0.058066350148368
"dlpfc","Micro","addxn.SmkCes",-0.024873,0.75925,0.76828869047619
"dlpfc","OPC","addxn.SmkCes",0.033184,0.13021,0.177974297188755
"dlpfc","Oligo","addxn.SmkCes",0.049401,0.055533,0.0934713861386139
"sacc","Astro.1","addxn.SmkCes",-0.0038373,0.54939,0.574746461538462
"sacc","Excit.1","addxn.SmkCes",0.040351,0.0033474,0.011438351758794
"sacc","Excit.2","addxn.SmkCes",0.038428,0.0060909,0.0177000512820513
"sacc","Excit.3","addxn.SmkCes",0.050644,0.0025614,0.00931418181818182
"sacc","Excit.4","addxn.SmkCes",0.047696,0.010154,0.0264548659003831
"sacc","Inhib.1.1","addxn.SmkCes",0.029872,0.032979,0.064441724137931
"sacc","Inhib.2.1","addxn.SmkCes",0.020639,0.11694,0.162963114754098
"sacc","Micro.1","addxn.SmkCes",-0.022063,0.74841,0.75844828614009
"sacc","OPC.1","addxn.SmkCes",0.036455,0.096753,0.141793189655172
"sacc","Oligo.1","addxn.SmkCes",0.066248,0.01585,0.0367849829351536
"hpc","Astro.2","addxn.SmkCes",0.040531,0.092205,0.136898253275109
"hpc","Excit.1.1","addxn.SmkCes",0.050059,0.011522,0.0285947445255474
"hpc","Excit.2.1","addxn.SmkCes",0.047604,0.0087324,0.0233780787401575
"hpc","Excit.3.1","addxn.SmkCes",0.035688,0.018281,0.0412007947019868
"hpc","Excit.4.1","addxn.SmkCes",0.043656,0.03339,0.0649129545454546
"hpc","Excit.5","addxn.SmkCes",0.026434,0.23208,0.280808540925267
"hpc","Inhib.1.2","addxn.SmkCes",0.071357,0.0051349,0.0155880892857143
"hpc","Inhib.2.2","addxn.SmkCes",0.06038,0.0041294,0.0131830610328638
"hpc","Inhib.3.1","addxn.SmkCes",0.027834,0.089396,0.133897092511013
"hpc","Inhib.4.1","addxn.SmkCes",0.038956,0.056174,0.0940845320197044
"hpc","Inhib.5.1","addxn.SmkCes",0.04369,0.035564,0.06736356545961
"hpc","Micro.2","addxn.SmkCes",-0.031972,0.8503,0.852808259587021
"hpc","OPC.2","addxn.SmkCes",0.03608,0.10436,0.150668365180467
"hpc","Oligo.2","addxn.SmkCes",0.031827,0.13505,0.181849504950495
"hpc","Tcell","addxn.SmkCes",-0.074787,0.93215,0.93215
"nac","Astro.3","addxn.SmkCes",0.022846,0.19308,0.241794475138122
"nac","Inhib.1.3","addxn.SmkCes",0.022073,0.30888,0.351823115577889
"nac","Inhib.2.3","addxn.SmkCes",0.074262,0.060532,0.0994245410628019
"nac","Inhib.3.2","addxn.SmkCes",0.063778,0.0026004,0.00940570212765958
"nac","Inhib.4.2","addxn.SmkCes",0.072852,0.0016769,0.0067472899408284
"nac","MSN.D1.1","addxn.SmkCes",0.049225,0.11057,0.155990871369295
"nac","MSN.D1.2","addxn.SmkCes",0.0083817,0.39757,0.437455663430421
"nac","MSN.D1.3","addxn.SmkCes",0.040351,0.082994,0.125973035714286
"nac","MSN.D1.4","addxn.SmkCes",0.01908,0.14737,0.193898646034816
"nac","MSN.D2.1","addxn.SmkCes",0.054793,0.040329,0.0739183827493261
"nac","MSN.D2.2","addxn.SmkCes",0.014699,0.26012,0.307086111111111
"nac","Micro.3","addxn.SmkCes",-0.004215,0.55179,0.576370506912442
"nac","OPC.3","addxn.SmkCes",0.057258,0.023182,0.0489705263157895
"nac","Oligo.3","addxn.SmkCes",0.017311,0.30366,0.348798648648649
"amy","Astro.4","addxn.SmkCes",0.021423,0.19665,0.244849725776965
