Set	Gene
Astro_A	ENSG00000026508
Astro_A	ENSG00000259255
Astro_A	ENSG00000041982
Astro_A	ENSG00000131095
Astro_A	ENSG00000152137
Astro_A	ENSG00000106624
Astro_A	ENSG00000154188
Astro_A	ENSG00000170345
Astro_A	ENSG00000056998
Astro_A	ENSG00000152936
Astro_A	ENSG00000141469
Astro_A	ENSG00000132470
Astro_A	ENSG00000245832
Astro_A	ENSG00000174776
Astro_A	ENSG00000115738
Astro_A	ENSG00000177606
Astro_A	ENSG00000135063
Astro_A	ENSG00000240583
Astro_A	ENSG00000124942
Astro_A	ENSG00000249307
Astro_A	ENSG00000185650
Astro_A	ENSG00000107249
Astro_A	ENSG00000171885
Astro_A	ENSG00000111783
Astro_A	ENSG00000163638
Astro_A	ENSG00000175287
Astro_A	ENSG00000251442
Astro_A	ENSG00000170324
Astro_A	ENSG00000179604
Astro_A	ENSG00000069431
Astro_A	ENSG00000049540
Astro_A	ENSG00000137198
Astro_A	ENSG00000113657
Astro_A	ENSG00000110723
Astro_A	ENSG00000204388
Astro_A	ENSG00000155897
Astro_A	ENSG00000182175
Astro_A	ENSG00000004468
Astro_A	ENSG00000258631
Astro_A	ENSG00000162804
Astro_A	ENSG00000172201
Astro_A	ENSG00000144857
Astro_A	ENSG00000138193
Astro_A	ENSG00000175497
Astro_A	ENSG00000007372
Astro_A	ENSG00000151012
Astro_A	ENSG00000152284
Astro_A	ENSG00000078295
Astro_A	ENSG00000204389
Astro_A	ENSG00000135744
Astro_A	ENSG00000182902
Astro_A	ENSG00000158270
Astro_A	ENSG00000162390
Astro_A	ENSG00000172403
Astro_A	ENSG00000124749
Astro_A	ENSG00000172164
Astro_A	ENSG00000129151
Astro_A	ENSG00000092820
Astro_A	ENSG00000142611
Astro_A	ENSG00000113916
Astro_A	ENSG00000155657
Astro_A	ENSG00000146005
Astro_A	ENSG00000148660
Astro_A	ENSG00000163453
Astro_A	ENSG00000137693
Astro_A	ENSG00000100427
Astro_A	ENSG00000149090
Astro_A	ENSG00000115380
Astro_A	ENSG00000257060
Astro_A	ENSG00000120885
Astro_A	ENSG00000065534
Astro_A	ENSG00000138696
Astro_A	ENSG00000170390
Astro_A	ENSG00000018625
Astro_A	ENSG00000165449
Astro_A	ENSG00000182463
Astro_A	ENSG00000154217
Astro_A	ENSG00000155816
Astro_A	ENSG00000101680
Astro_A	ENSG00000119900
Astro_A	ENSG00000152990
Astro_A	ENSG00000172987
Astro_A	ENSG00000114698
Astro_A	ENSG00000152661
Astro_A	ENSG00000114204
Astro_A	ENSG00000120907
Astro_A	ENSG00000184828
Astro_A	ENSG00000091409
Astro_A	ENSG00000133083
Astro_A	ENSG00000141232
Astro_A	ENSG00000181938
Astro_A	ENSG00000095637
Astro_A	ENSG00000078114
Astro_A	ENSG00000188039
Astro_A	ENSG00000099204
Astro_A	ENSG00000136002
Astro_A	ENSG00000068078
Astro_A	ENSG00000124440
Astro_A	ENSG00000171798
Astro_A	ENSG00000083067
Astro_A	ENSG00000237187
Astro_A	ENSG00000125148
Astro_A	ENSG00000189350
Astro_A	ENSG00000153904
Astro_A	ENSG00000140090
Astro_A	ENSG00000072952
Astro_A	ENSG00000159842
Astro_A	ENSG00000162989
Astro_A	ENSG00000234377
Astro_A	ENSG00000197077
Astro_A	ENSG00000231252
Astro_A	ENSG00000113645
Astro_A	ENSG00000064655
Astro_A	ENSG00000150991
Astro_A	ENSG00000236790
Astro_A	ENSG00000155324
Astro_A	ENSG00000121440
Astro_A	ENSG00000134769
Astro_A	ENSG00000038427
Astro_A	ENSG00000007516
Astro_A	ENSG00000018408
Astro_A	ENSG00000156042
Astro_A	ENSG00000100767
Astro_A	ENSG00000186998
Astro_A	ENSG00000156218
Astro_A	ENSG00000132321
Astro_A	ENSG00000185737
Astro_A	ENSG00000135424
Astro_A	ENSG00000138771
Astro_A	ENSG00000178209
Astro_A	ENSG00000111058
Astro_A	ENSG00000140022
Astro_A	ENSG00000100592
Astro_A	ENSG00000143603
Astro_A	ENSG00000103528
Astro_A	ENSG00000130203
Astro_A	ENSG00000143772
Astro_A	ENSG00000134532
Astro_A	ENSG00000170525
Astro_A	ENSG00000153930
Astro_A	ENSG00000164199
Astro_A	ENSG00000150625
Astro_A	ENSG00000198520
Astro_A	ENSG00000173926
Astro_A	ENSG00000169604
Astro_A	ENSG00000158106
Astro_A	ENSG00000074964
Astro_A	ENSG00000116729
Astro_A	ENSG00000069702
Astro_A	ENSG00000080709
Astro_A	ENSG00000116641
Astro_A	ENSG00000153944
Astro_A	ENSG00000185942
Astro_A	ENSG00000130413
Astro_A	ENSG00000168710
Astro_A	ENSG00000147408
Astro_A	ENSG00000152583
Astro_A	ENSG00000143878
Astro_A	ENSG00000138685
Astro_A	ENSG00000163285
Astro_A	ENSG00000185532
Astro_A	ENSG00000135838
Astro_A	ENSG00000114790
Astro_A	ENSG00000228065
Astro_A	ENSG00000253944
Astro_A	ENSG00000135540
Astro_A	ENSG00000121310
Astro_A	ENSG00000106571
Astro_A	ENSG00000087903
Astro_A	ENSG00000117519
Astro_A	ENSG00000165238
Astro_A	ENSG00000165802
Astro_A	ENSG00000226476
Astro_A	ENSG00000129116
Astro_A	ENSG00000188596
Astro_A	ENSG00000261609
Astro_A	ENSG00000110693
Astro_A	ENSG00000116132
Astro_A	ENSG00000134250
Astro_A	ENSG00000215244
Astro_A	ENSG00000154175
Astro_A	ENSG00000101400
Astro_A	ENSG00000175170
Astro_A	ENSG00000148498
Astro_A	ENSG00000112769
Astro_A	ENSG00000131149
Astro_A	ENSG00000106278
Astro_A	ENSG00000109339
Astro_A	ENSG00000127249
Astro_A	ENSG00000034677
Astro_A	ENSG00000127603
Astro_A	ENSG00000152767
Astro_A	ENSG00000215386
Astro_A	ENSG00000245532
Astro_A	ENSG00000164089
Astro_A	ENSG00000183579
Astro_A	ENSG00000144909
Astro_A	ENSG00000128536
Astro_A	ENSG00000236197
Astro_A	ENSG00000147324
Astro_A	ENSG00000131386
Astro_A	ENSG00000125257
Astro_A	ENSG00000148204
Astro_A	ENSG00000183762
Astro_A	ENSG00000132613
Astro_A	ENSG00000091129
Astro_A	ENSG00000110436
Astro_A	ENSG00000154229
Astro_A	ENSG00000114670
Astro_A	ENSG00000137936
Astro_A	ENSG00000079335
Astro_A	ENSG00000165164
Astro_A	ENSG00000011201
Astro_A	ENSG00000111728
Astro_A	ENSG00000166839
Astro_A	ENSG00000172458
Astro_A	ENSG00000260372
Astro_A	ENSG00000069667
Astro_A	ENSG00000144749
Astro_A	ENSG00000166444
Astro_A	ENSG00000166833
Astro_A	ENSG00000182050
Astro_A	ENSG00000164188
Astro_A	ENSG00000006062
Astro_A	ENSG00000101439
Astro_A	ENSG00000099864
Astro_A	ENSG00000109472
Astro_A	ENSG00000035403
Astro_A	ENSG00000144040
Astro_A	ENSG00000082781
Astro_A	ENSG00000186094
Astro_A	ENSG00000101144
Astro_A	ENSG00000117298
Astro_A	ENSG00000108231
Astro_A	ENSG00000067798
Astro_A	ENSG00000070882
Astro_A	ENSG00000158966
Astro_A	ENSG00000197694
Astro_A	ENSG00000134376
Astro_A	ENSG00000152620
Astro_A	ENSG00000165895
Astro_A	ENSG00000114805
Astro_A	ENSG00000198838
Astro_A	ENSG00000080823
Astro_A	ENSG00000173905
Astro_A	ENSG00000066032
Astro_A	ENSG00000257585
Astro_A	ENSG00000271904
Astro_A	ENSG00000020577
Astro_A	ENSG00000270898
Astro_A	ENSG00000111371
Astro_A	ENSG00000171791
Astro_A	ENSG00000099139
Astro_A	ENSG00000179094
Astro_A	ENSG00000008394
Astro_A	ENSG00000169862
Astro_A	ENSG00000134324
Astro_A	ENSG00000251136
Astro_A	ENSG00000154240
Astro_A	ENSG00000116117
Astro_A	ENSG00000171444
Astro_A	ENSG00000196730
Astro_A	ENSG00000069535
Astro_A	ENSG00000090905
Astro_A	ENSG00000118997
Astro_A	ENSG00000125462
Astro_A	ENSG00000149256
Astro_A	ENSG00000253773
Astro_A	ENSG00000115266
Astro_A	ENSG00000009413
Astro_A	ENSG00000052126
Astro_A	ENSG00000183722
Astro_A	ENSG00000152952
Astro_A	ENSG00000206530
Astro_A	ENSG00000182606
Astro_A	ENSG00000262655
Astro_A	ENSG00000056487
Astro_A	ENSG00000174628
Astro_A	ENSG00000058668
Astro_A	ENSG00000152518
Astro_A	ENSG00000178252
Astro_A	ENSG00000079215
Astro_A	ENSG00000129244
Astro_A	ENSG00000272168
Astro_A	ENSG00000187079
Astro_A	ENSG00000181449
Astro_A	ENSG00000154930
Astro_A	ENSG00000111666
Astro_A	ENSG00000134824
Astro_A	ENSG00000172292
Astro_A	ENSG00000156113
Astro_A	ENSG00000157423
Astro_A	ENSG00000133943
Astro_A	ENSG00000104447
Astro_A	ENSG00000163110
Astro_A	ENSG00000165029
Astro_A	ENSG00000144893
Astro_A	ENSG00000102547
Astro_A	ENSG00000131626
Astro_A	ENSG00000162407
Astro_A	ENSG00000166432
Astro_A	ENSG00000148053
Astro_A	ENSG00000233067
Astro_A	ENSG00000186952
Astro_A	ENSG00000058866
Astro_A	ENSG00000147576
Astro_A	ENSG00000116667
Astro_A	ENSG00000080493
Astro_A	ENSG00000152818
Astro_A	ENSG00000148737
Astro_A	ENSG00000178104
Astro_A	ENSG00000134775
Astro_A	ENSG00000130779
Astro_A	ENSG00000076555
Astro_A	ENSG00000079308
Astro_A	ENSG00000151322
Astro_A	ENSG00000152763
Astro_A	ENSG00000005108
Astro_A	ENSG00000004866
Astro_A	ENSG00000136448
Astro_A	ENSG00000141639
Astro_A	ENSG00000079691
Astro_A	ENSG00000120278
Astro_A	ENSG00000148468
Astro_A	ENSG00000164904
Astro_A	ENSG00000134982
Astro_A	ENSG00000185189
Astro_A	ENSG00000140538
Astro_A	ENSG00000245526
Astro_A	ENSG00000257261
Astro_A	ENSG00000205213
Astro_A	ENSG00000144868
Astro_A	ENSG00000167614
Astro_A	ENSG00000152977
Astro_A	ENSG00000241684
Astro_A	ENSG00000162599
Astro_A	ENSG00000018236
Astro_A	ENSG00000132424
Astro_A	ENSG00000138756
Astro_A	ENSG00000077782
Astro_A	ENSG00000049323
Astro_A	ENSG00000071242
Astro_A	ENSG00000166689
Astro_A	ENSG00000108370
Astro_A	ENSG00000214595
Astro_A	ENSG00000183864
Astro_A	ENSG00000187240
Astro_A	ENSG00000113594
Astro_A	ENSG00000172992
Astro_A	ENSG00000105088
Astro_A	ENSG00000232104
Astro_A	ENSG00000151746
Astro_A	ENSG00000167216
Astro_A	ENSG00000108175
Astro_A	ENSG00000147044
Astro_A	ENSG00000177640
Astro_A	ENSG00000186153
Astro_A	ENSG00000198363
Astro_A	ENSG00000164929
Astro_A	ENSG00000163637
Astro_A	ENSG00000168610
Astro_A	ENSG00000103260
Astro_A	ENSG00000170011
Astro_A	ENSG00000204681
Astro_A	ENSG00000174306
Astro_A	ENSG00000131018
Astro_A	ENSG00000069020
Astro_A	ENSG00000136205
Astro_A	ENSG00000164292
Astro_A	ENSG00000145819
Astro_A	ENSG00000170485
Astro_A	ENSG00000172493
Astro_A	ENSG00000083123
Astro_A	ENSG00000197442
Astro_A	ENSG00000080298
Astro_A	ENSG00000110328
Astro_A	ENSG00000132692
Astro_A	ENSG00000046889
Astro_A	ENSG00000144677
Astro_A	ENSG00000127527
Astro_A	ENSG00000183049
Astro_A	ENSG00000162909
Astro_A	ENSG00000147724
Astro_A	ENSG00000101849
Astro_A	ENSG00000198795
Astro_A	ENSG00000170776
Astro_A	ENSG00000251562
Astro_A	ENSG00000175455
Astro_A	ENSG00000168038
Astro_A	ENSG00000148700
Astro_A	ENSG00000143420
Astro_A	ENSG00000132475
Astro_A	ENSG00000182732
Astro_A	ENSG00000231672
Astro_A	ENSG00000196781
Astro_A	ENSG00000148400
Astro_A	ENSG00000118922
Astro_A	ENSG00000148219
Astro_A	ENSG00000158467
Astro_A	ENSG00000107779
Astro_A	ENSG00000081026
Astro_A	ENSG00000179242
Astro_A	ENSG00000151914
Astro_A	ENSG00000145012
Astro_A	ENSG00000079482
Astro_A	ENSG00000171914
Astro_A	ENSG00000253320
Astro_A	ENSG00000147509
Astro_A	ENSG00000122884
Astro_A	ENSG00000169084
Astro_A	ENSG00000227036
Astro_A	ENSG00000164050
Astro_A	ENSG00000146648
Astro_A	ENSG00000100852
Astro_A	ENSG00000166165
Astro_A	ENSG00000164066
Astro_A	ENSG00000111961
Astro_A	ENSG00000123104
Astro_A	ENSG00000084636
Astro_A	ENSG00000248309
Astro_A	ENSG00000175029
Astro_A	ENSG00000100412
Astro_A	ENSG00000250938
Astro_A	ENSG00000067225
Astro_A	ENSG00000182667
Astro_A	ENSG00000147862
Astro_A	ENSG00000168702
Astro_A	ENSG00000186716
Astro_A	ENSG00000133195
Astro_A	ENSG00000111640
Astro_A	ENSG00000070759
Astro_A	ENSG00000185565
Astro_A	ENSG00000123094
Astro_A	ENSG00000132970
Astro_A	ENSG00000163288
Astro_A	ENSG00000111879
Astro_A	ENSG00000134278
Astro_A	ENSG00000169251
Astro_A	ENSG00000148672
Astro_A	ENSG00000146122
Astro_A	ENSG00000048740
Astro_A	ENSG00000184304
Astro_A	ENSG00000166532
Astro_A	ENSG00000105854
Astro_A	ENSG00000184384
Astro_A	ENSG00000104695
Astro_A	ENSG00000239268
Astro_A	ENSG00000215252
Astro_A	ENSG00000130254
Astro_A	ENSG00000079156
Astro_A	ENSG00000171475
Astro_A	ENSG00000101542
Astro_A	ENSG00000185420
Astro_A	ENSG00000215067
Astro_A	ENSG00000160145
Astro_A	ENSG00000112530
Astro_A	ENSG00000172461
Astro_A	ENSG00000111907
Astro_A	ENSG00000111962
Astro_A	ENSG00000248079
Astro_A	ENSG00000137642
Astro_A	ENSG00000151834
Astro_A	ENSG00000196428
Astro_A	ENSG00000050165
Astro_A	ENSG00000136754
Astro_A	ENSG00000166225
Astro_A	ENSG00000183580
Astro_A	ENSG00000132669
Astro_A	ENSG00000134121
Astro_A	ENSG00000263069
Astro_A	ENSG00000076685
Astro_A	ENSG00000250326
Astro_A	ENSG00000135597
Astro_A	ENSG00000130226
Astro_A	ENSG00000228412
Astro_A	ENSG00000163947
Astro_A	ENSG00000196220
Astro_A	ENSG00000140836
Astro_A	ENSG00000118690
Astro_A	ENSG00000107551
Astro_A	ENSG00000167323
Astro_A	ENSG00000149403
Astro_A	ENSG00000250903
Astro_A	ENSG00000134504
Astro_A	ENSG00000139132
Astro_A	ENSG00000058091
Astro_A	ENSG00000174705
Astro_A	ENSG00000149970
Astro_A	ENSG00000173821
Astro_A	ENSG00000151090
Astro_A	ENSG00000179399
Astro_A	ENSG00000038532
Astro_A	ENSG00000163590
Astro_A	ENSG00000063601
Astro_A	ENSG00000171408
Astro_A	ENSG00000165795
Astro_A	ENSG00000149179
Astro_A	ENSG00000219438
Astro_A	ENSG00000168056
Astro_A	ENSG00000006704
Astro_A	ENSG00000203739
Astro_A	ENSG00000128585
Astro_A	ENSG00000130522
Astro_A	ENSG00000126870
Astro_A	ENSG00000010810
Astro_A	ENSG00000227398
Astro_A	ENSG00000151623
Astro_A	ENSG00000139083
Astro_A	ENSG00000040933
Astro_A	ENSG00000183098
Astro_A	ENSG00000186815
Astro_A	ENSG00000136297
Astro_A	ENSG00000145687
Astro_A	ENSG00000064692
Astro_A	ENSG00000117713
Astro_A	ENSG00000058404
Astro_A	ENSG00000116580
Astro_A	ENSG00000133687
Astro_A	ENSG00000173230
Astro_A	ENSG00000106615
Astro_A	ENSG00000261115
Astro_A	ENSG00000154310
Astro_A	ENSG00000131848
Astro_A	ENSG00000189337
Astro_A	ENSG00000134369
Astro_A	ENSG00000048540
Astro_A	ENSG00000143970
Astro_A	ENSG00000004534
Astro_A	ENSG00000154529
Astro_A	ENSG00000183621
Astro_A	ENSG00000109906
Astro_A	ENSG00000185630
Astro_A	ENSG00000175806
Astro_A	ENSG00000018189
Astro_A	ENSG00000226067
Astro_A	ENSG00000253893
Astro_A	ENSG00000227110
Astro_A	ENSG00000053254
Astro_A	ENSG00000198879
Astro_A	ENSG00000185070
Astro_A	ENSG00000141441
Astro_A	ENSG00000107890
Astro_A	ENSG00000204152
Astro_A	ENSG00000049246
Astro_A	ENSG00000120254
Astro_A	ENSG00000163596
Astro_A	ENSG00000168906
Astro_A	ENSG00000084676
Astro_A	ENSG00000170624
Astro_A	ENSG00000157087
Astro_A	ENSG00000055208
Astro_A	ENSG00000241058
Astro_A	ENSG00000179915
Astro_A	ENSG00000104313
Astro_A	ENSG00000143324
Astro_A	ENSG00000148516
Astro_A	ENSG00000283782
Astro_A	ENSG00000169902
Astro_A	ENSG00000204442
Astro_A	ENSG00000147853
Astro_A	ENSG00000153317
Astro_A	ENSG00000104375
Astro_A	ENSG00000112425
Astro_A	ENSG00000171100
Astro_A	ENSG00000084710
Astro_B	ENSG00000234377
Astro_B	ENSG00000138696
Astro_B	ENSG00000164188
Astro_B	ENSG00000068078
Astro_B	ENSG00000164089
Astro_B	ENSG00000236790
Astro_B	ENSG00000164199
Astro_B	ENSG00000236197
Astro_B	ENSG00000115380
Astro_B	ENSG00000152583
Astro_B	ENSG00000171885
Astro_B	ENSG00000126785
Astro_B	ENSG00000110436
Astro_B	ENSG00000018625
Astro_B	ENSG00000106571
Astro_B	ENSG00000149090
Astro_B	ENSG00000100767
Astro_B	ENSG00000142611
Astro_B	ENSG00000139155
Astro_B	ENSG00000135540
Astro_B	ENSG00000156049
Astro_B	ENSG00000137693
Astro_B	ENSG00000072952
Astro_B	ENSG00000170324
Astro_B	ENSG00000151012
Astro_B	ENSG00000152661
Astro_B	ENSG00000251372
Astro_B	ENSG00000117525
Astro_B	ENSG00000136160
Astro_B	ENSG00000156076
Astro_B	ENSG00000271904
Astro_B	ENSG00000103740
Astro_B	ENSG00000161509
