Set	Gene
Astro	ENSG00000153930
Astro	ENSG00000158467
Astro	ENSG00000185532
Astro	ENSG00000148737
Astro	ENSG00000087903
Astro	ENSG00000147408
Astro	ENSG00000091409
Astro	ENSG00000179796
Astro	ENSG00000245832
Astro	ENSG00000134508
Astro	ENSG00000163406
Astro	ENSG00000165795
Astro	ENSG00000153208
Astro	ENSG00000204681
Astro	ENSG00000134215
Astro	ENSG00000134250
Astro	ENSG00000132613
Astro	ENSG00000111879
Astro	ENSG00000185650
Astro	ENSG00000106278
Astro	ENSG00000153904
Astro	ENSG00000101144
Astro	ENSG00000134376
Astro	ENSG00000127603
Astro	ENSG00000155816
Astro	ENSG00000134532
Astro	ENSG00000066032
Astro	ENSG00000092969
Astro	ENSG00000154928
Astro	ENSG00000227036
Astro	ENSG00000154310
Astro	ENSG00000113916
Astro	ENSG00000076555
Astro	ENSG00000196781
Astro	ENSG00000184232
Astro	ENSG00000164877
Astro	ENSG00000162407
Astro	ENSG00000155324
Astro	ENSG00000163110
Astro	ENSG00000008394
Astro	ENSG00000171408
Astro	ENSG00000079482
Astro	ENSG00000100234
Astro	ENSG00000197077
Astro	ENSG00000171444
Astro	ENSG00000147324
Astro	ENSG00000135838
Astro	ENSG00000151834
Astro	ENSG00000163288
Astro	ENSG00000174306
Astro	ENSG00000078295
Astro	ENSG00000176165
Astro	ENSG00000105088
Astro	ENSG00000215386
Astro	ENSG00000145832
Astro	ENSG00000164066
Astro	ENSG00000197442
Astro	ENSG00000074964
Astro	ENSG00000069667
Astro	ENSG00000271860
Astro	ENSG00000135919
Astro	ENSG00000118997
Astro	ENSG00000171612
Astro	ENSG00000116132
Astro	ENSG00000239268
Astro	ENSG00000198363
Astro	ENSG00000146648
Astro	ENSG00000145555
Astro	ENSG00000123104
Astro	ENSG00000167614
Astro	ENSG00000182050
Astro	ENSG00000104447
Astro	ENSG00000137936
Astro	ENSG00000111666
Astro	ENSG00000116729
Astro	ENSG00000120907
Astro	ENSG00000138639
Astro	ENSG00000134324
Astro	ENSG00000134982
Astro	ENSG00000134533
Astro	ENSG00000182667
Astro	ENSG00000144893
Astro	ENSG00000143772
Astro	ENSG00000205336
Astro	ENSG00000141639
Astro	ENSG00000185565
Astro	ENSG00000175170
Astro	ENSG00000031081
Astro	ENSG00000245526
Astro	ENSG00000159842
Astro	ENSG00000166689
Astro	ENSG00000179242
Astro	ENSG00000172728
Astro	ENSG00000198963
Astro	ENSG00000169862
Astro	ENSG00000099864
Astro	ENSG00000136205
Astro	ENSG00000173905
Astro	ENSG00000228222
Astro	ENSG00000270898
Astro	ENSG00000165029
Astro	ENSG00000152767
Astro	ENSG00000250938
Astro	ENSG00000166165
Astro	ENSG00000101493
Astro	ENSG00000165895
Astro	ENSG00000099139
Astro	ENSG00000129116
Astro	ENSG00000154229
Astro	ENSG00000241316
Astro	ENSG00000182606
Astro	ENSG00000261609
Astro	ENSG00000138756
Astro	ENSG00000233067
Astro	ENSG00000245532
Astro	ENSG00000148053
Astro	ENSG00000251136
Astro	ENSG00000103528
Astro	ENSG00000110693
Astro	ENSG00000205213
Astro	ENSG00000185737
Astro	ENSG00000048540
Astro	ENSG00000058866
Astro	ENSG00000151322
Astro	ENSG00000120306
Astro	ENSG00000157600
Astro	ENSG00000071242
Astro	ENSG00000080823
Astro	ENSG00000010810
Astro	ENSG00000100852
Astro	ENSG00000184985
Astro	ENSG00000171791
Astro	ENSG00000166532
Astro	ENSG00000135821
Astro	ENSG00000152620
Astro	ENSG00000136754
Astro	ENSG00000148700
Astro	ENSG00000117519
Astro	ENSG00000164292
Astro	ENSG00000155897
Astro	ENSG00000184304
Astro	ENSG00000175497
Astro	ENSG00000105854
Astro	ENSG00000147576
Astro	ENSG00000125246
Astro	ENSG00000186815
Astro	ENSG00000074800
Astro	ENSG00000139132
Astro	ENSG00000171798
Astro	ENSG00000132970
Astro	ENSG00000152818
Astro	ENSG00000120278
Astro	ENSG00000278996
Astro	ENSG00000165995
Astro	ENSG00000251562
Astro	ENSG00000162599
Astro	ENSG00000184384
Astro	ENSG00000154856
Astro	ENSG00000134138
Astro	ENSG00000172461
Astro	ENSG00000179915
Astro	ENSG00000111961
Astro	ENSG00000169604
Astro	ENSG00000167216
Astro	ENSG00000109339
Astro	ENSG00000187079
Astro	ENSG00000196730
Astro	ENSG00000162909
Astro	ENSG00000091129
Astro	ENSG00000170525
Astro	ENSG00000079337
Astro	ENSG00000083123
Astro	ENSG00000101871
Astro	ENSG00000174628
Astro	ENSG00000130066
Astro	ENSG00000144369
Astro	ENSG00000165323
Astro	ENSG00000183580
Astro	ENSG00000198795
Astro	ENSG00000134824
Astro	ENSG00000186716
Astro	ENSG00000140470
Astro	ENSG00000113594
Astro	ENSG00000205726
Astro	ENSG00000140836
Astro	ENSG00000090905
Astro	ENSG00000162804
Astro	ENSG00000151693
Astro	ENSG00000164904
Astro	ENSG00000150907
Astro	ENSG00000074416
Astro	ENSG00000107372
Astro	ENSG00000198846
Astro	ENSG00000257261
Astro	ENSG00000084710
Astro	ENSG00000166123
Astro	ENSG00000101134
Astro	ENSG00000107104
Astro	ENSG00000107779
Astro	ENSG00000018236
Astro	ENSG00000147862
Astro	ENSG00000121440
Astro	ENSG00000204128
Astro	ENSG00000101542
Astro	ENSG00000196914
Astro	ENSG00000280441
Astro	ENSG00000067798
Astro	ENSG00000069020
Astro	ENSG00000116667
Astro	ENSG00000168461
Astro	ENSG00000260372
Astro	ENSG00000131626
Astro	ENSG00000050165
Astro	ENSG00000123384
Astro	ENSG00000135597
Astro	ENSG00000011405
Astro	ENSG00000145012
Astro	ENSG00000181449
Astro	ENSG00000114805
Astro	ENSG00000186153
Astro	ENSG00000134569
Astro	ENSG00000166432
Astro	ENSG00000144677
Astro	ENSG00000170624
Astro	ENSG00000091656
Astro	ENSG00000111860
Astro	ENSG00000164929
Astro	ENSG00000137261
Astro	ENSG00000148468
Astro	ENSG00000132424
Astro	ENSG00000139946
Astro	ENSG00000130779
Astro	ENSG00000178764
Astro	ENSG00000250326
Astro	ENSG00000110328
Astro	ENSG00000186951
Astro	ENSG00000100412
Astro	ENSG00000182985
Astro	ENSG00000123094
Astro	ENSG00000156113
Astro	ENSG00000159140
Astro	ENSG00000248309
Astro	ENSG00000115159
Astro	ENSG00000129521
Astro	ENSG00000172456
Astro	ENSG00000197694
Astro	ENSG00000237187
Astro	ENSG00000131018
Astro	ENSG00000101849
Astro	ENSG00000133943
Astro	ENSG00000140538
Astro	ENSG00000181722
Astro	ENSG00000078246
Astro	ENSG00000172493
Astro	ENSG00000168702
Astro	ENSG00000165238
Astro	ENSG00000165478
Astro	ENSG00000237978
Astro	ENSG00000145934
Astro	ENSG00000108175
Astro	ENSG00000166444
Astro	ENSG00000178568
Astro	ENSG00000004866
Astro	ENSG00000141441
Astro	ENSG00000166833
Astro	ENSG00000285367
Astro	ENSG00000204442
Astro	ENSG00000034677
Astro	ENSG00000049246
Astro	ENSG00000078725
Astro	ENSG00000173482
Astro	ENSG00000100154
Astro	ENSG00000183864
Astro	ENSG00000183722
Astro	ENSG00000170485
Astro	ENSG00000023171
Astro	ENSG00000168906
Astro	ENSG00000188559
Astro	ENSG00000143850
Astro	ENSG00000166925
Astro	ENSG00000084676
Astro	ENSG00000196376
Astro	ENSG00000080298
Astro	ENSG00000148516
Astro	ENSG00000151623
Astro	ENSG00000144724
Astro	ENSG00000008083
Astro	ENSG00000073712
Astro	ENSG00000145819
Astro	ENSG00000066382
Astro	ENSG00000178104
Astro	ENSG00000048740
Astro	ENSG00000058668
Astro	ENSG00000159176
Astro	ENSG00000184349
Astro	ENSG00000203739
Astro	ENSG00000162670
Astro	ENSG00000100592
Astro	ENSG00000156052
Astro	ENSG00000173041
Astro	ENSG00000170776
Astro	ENSG00000128585
Astro	ENSG00000117419
Astro	ENSG00000076356
Astro	ENSG00000173821
Astro	ENSG00000105894
Astro	ENSG00000167323
Astro	ENSG00000020577
Astro	ENSG00000185946
Astro	ENSG00000196428
Astro	ENSG00000232104
Astro	ENSG00000079156
Astro	ENSG00000149289
Astro	ENSG00000174705
Astro	ENSG00000100330
Astro	ENSG00000125124
Astro	ENSG00000049323
Astro	ENSG00000175662
Astro	ENSG00000134775
Astro	ENSG00000151746
Astro	ENSG00000121067
Astro	ENSG00000177200
Astro	ENSG00000151491
Astro	ENSG00000154240
Astro	ENSG00000138336
Astro	ENSG00000198797
Astro	ENSG00000187240
Astro	ENSG00000149212
Astro	ENSG00000136448
Astro	ENSG00000119522
Astro	ENSG00000055163
Astro	ENSG00000006704
Astro	ENSG00000063601
Astro	ENSG00000164506
Astro	ENSG00000139364
Astro	ENSG00000080503
Astro	ENSG00000247828
Astro	ENSG00000075420
Astro	ENSG00000134278
Astro	ENSG00000183621
Astro	ENSG00000185052
Astro	ENSG00000067225
Astro	ENSG00000215067
Astro	ENSG00000198053
Astro	ENSG00000076685
Astro	ENSG00000250903
Astro	ENSG00000165185
Astro	ENSG00000150627
Astro	ENSG00000219438
Astro	ENSG00000175115
Astro	ENSG00000166225
Astro	ENSG00000152092
Astro	ENSG00000198879
Astro	ENSG00000038532
Astro	ENSG00000185420
Astro	ENSG00000109911
Astro	ENSG00000146729
Astro	ENSG00000242086
Astro	ENSG00000118922
Astro	ENSG00000144560
Astro	ENSG00000005108
Astro	ENSG00000152270
Astro	ENSG00000196220
Astro	ENSG00000137486
Astro	ENSG00000149179
Astro	ENSG00000171735
Astro	ENSG00000248932
Astro	ENSG00000185630
Astro	ENSG00000171310
Astro	ENSG00000143420
Astro	ENSG00000112425
Astro	ENSG00000171475
Astro	ENSG00000070882
Astro	ENSG00000143190
Astro	ENSG00000102908
Astro	ENSG00000130449
Astro	ENSG00000099622
Astro	ENSG00000009413
Astro	ENSG00000172379
Astro	ENSG00000115306
Astro	ENSG00000157103
Astro	ENSG00000133195
Astro	ENSG00000196482
Astro	ENSG00000156011
Astro	ENSG00000235244
Astro	ENSG00000183049
Astro	ENSG00000088854
Astro	ENSG00000151914
Astro	ENSG00000196935
Astro	ENSG00000134909
Astro	ENSG00000108854
Astro	ENSG00000185070
Astro	ENSG00000198948
Astro	ENSG00000054523
Astro	ENSG00000109452
Astro	ENSG00000137642
Astro	ENSG00000182263
Astro	ENSG00000081026
Astro	ENSG00000283782
Astro	ENSG00000197182
Astro	ENSG00000128512
Astro	ENSG00000134146
Astro	ENSG00000126870
Astro	ENSG00000132669
Astro	ENSG00000187239
Astro	ENSG00000175029
Astro	ENSG00000130787
Astro	ENSG00000169756
Astro	ENSG00000146122
Astro	ENSG00000104375
Astro	ENSG00000116580
Astro	ENSG00000100201
Astro	ENSG00000186952
Astro	ENSG00000082898
Astro	ENSG00000149403
Astro	ENSG00000253320
Astro	ENSG00000100239
Astro	ENSG00000169410
Astro	ENSG00000169084
Astro	ENSG00000115504
Astro	ENSG00000177853
Astro	ENSG00000104517
Astro	ENSG00000181090
Astro	ENSG00000134121
Astro	ENSG00000139971
Astro	ENSG00000182095
Astro	ENSG00000130304
Astro	ENSG00000139116
Astro	ENSG00000185345
Astro	ENSG00000205683
Astro	ENSG00000227398
Astro	ENSG00000153317
Astro	ENSG00000101746
Astro	ENSG00000163644
Astro	ENSG00000149256
Astro	ENSG00000127481
Astro	ENSG00000163637
Astro	ENSG00000170558
Astro	ENSG00000117713
Astro	ENSG00000053254
Astro	ENSG00000046653
Astro	ENSG00000080224
Astro	ENSG00000198586
Astro	ENSG00000135298
Astro	ENSG00000164989
Astro	ENSG00000245573
Astro	ENSG00000144868
Astro	ENSG00000137073
Astro	ENSG00000189283
Astro	ENSG00000133961
Astro	ENSG00000123636
Astro	ENSG00000113742
Astro	ENSG00000055208
Astro	ENSG00000173230
Astro	ENSG00000150471
Astro	ENSG00000109689
Astro	ENSG00000104324
Astro	ENSG00000119950
Astro	ENSG00000136044
Astro	ENSG00000107864
Astro	ENSG00000147274
Astro	ENSG00000147853
Astro	ENSG00000143324
Astro	ENSG00000127527
Astro	ENSG00000018189
Astro	ENSG00000168038
Astro	ENSG00000104852
Astro	ENSG00000066468
Astro	ENSG00000087495
Astro	ENSG00000189403
Astro	ENSG00000110721
Astro	ENSG00000128656
Astro	ENSG00000099256
Astro	ENSG00000261115
Astro	ENSG00000204842
Astro	ENSG00000173575
Astro	ENSG00000114166
Astro	ENSG00000136631
Astro	ENSG00000163629
Astro	ENSG00000151612
Astro	ENSG00000198792
Astro	ENSG00000228436
Astro	ENSG00000083544
Astro	ENSG00000061676
Astro	ENSG00000150760
Astro	ENSG00000148143
Astro	ENSG00000166033
Astro	ENSG00000226688
Astro	ENSG00000103550
Astro	ENSG00000145794
Astro	ENSG00000169519
Astro	ENSG00000157087
Astro	ENSG00000167978
Astro	ENSG00000250220
Astro	ENSG00000198130
Astro	ENSG00000159788
Astro	ENSG00000180881
Astro	ENSG00000204217
Astro	ENSG00000162944
Astro	ENSG00000172264
Astro	ENSG00000118473
Astro	ENSG00000010803
Astro	ENSG00000134030
Astro	ENSG00000151687
Astro	ENSG00000142687
Astro	ENSG00000167191
Astro	ENSG00000151466
Astro	ENSG00000182185
Astro	ENSG00000198369
Astro	ENSG00000265491
Astro	ENSG00000198408
Astro	ENSG00000123066
Astro	ENSG00000197746
Astro	ENSG00000147421
Astro	ENSG00000105855
Astro	ENSG00000140443
Astro	ENSG00000132122
Astro	ENSG00000175198
Astro	ENSG00000070476
Astro	ENSG00000107890
Astro	ENSG00000169851
Astro	ENSG00000123983
Astro	ENSG00000055609
Astro	ENSG00000162415
Astro	ENSG00000099954
Astro	ENSG00000253893
Astro	ENSG00000137075
Astro	ENSG00000158528
Astro	ENSG00000011243
Astro	ENSG00000177694
Astro	ENSG00000148219
Astro	ENSG00000126858
Astro	ENSG00000049759
Astro	ENSG00000067113
Astro	ENSG00000075413
Astro	ENSG00000213096
Astro	ENSG00000143919
Astro	ENSG00000141905
Astro	ENSG00000145687
Astro	ENSG00000100650
Astro	ENSG00000185483
Astro	ENSG00000214595
Astro	ENSG00000166575
Astro	ENSG00000170456
Astro	ENSG00000070759
Astro	ENSG00000147044
Astro	ENSG00000132670
Astro	ENSG00000163714
Astro	ENSG00000231889
Astro	ENSG00000103091
Astro	ENSG00000040731
Astro	ENSG00000064607
Astro	ENSG00000117020
Astro	ENSG00000157445
Astro	ENSG00000135090
Excit_A	ENSG00000250723
Excit_A	ENSG00000189108
Excit_A	ENSG00000122254
Excit_A	ENSG00000275232
Excit_A	ENSG00000151790
Excit_A	ENSG00000253693
Excit_A	ENSG00000241956
Excit_A	ENSG00000254587
Excit_A	ENSG00000184999
Excit_A	ENSG00000186854
Excit_A	ENSG00000171509
Excit_A	ENSG00000128573
Excit_A	ENSG00000280776
Excit_A	ENSG00000053108
Excit_A	ENSG00000198963
Excit_A	ENSG00000196353
Excit_A	ENSG00000157168
Excit_A	ENSG00000182463
Excit_A	ENSG00000044524
Excit_A	ENSG00000106536
Excit_A	ENSG00000154237
Excit_A	ENSG00000081803
Excit_A	ENSG00000223812
Excit_A	ENSG00000102468
Excit_A	ENSG00000081923
Excit_A	ENSG00000248455
Excit_A	ENSG00000235531
Excit_A	ENSG00000271774
Excit_A	ENSG00000198846
Excit_A	ENSG00000164600
Excit_A	ENSG00000104888
Excit_A	ENSG00000137261
Excit_A	ENSG00000158258
Excit_A	ENSG00000180801
Excit_A	ENSG00000115423
Excit_A	ENSG00000149742
Excit_A	ENSG00000162374
Excit_A	ENSG00000008853
Excit_A	ENSG00000104044
Excit_A	ENSG00000175426
Excit_A	ENSG00000124785
Excit_A	ENSG00000253554
Excit_A	ENSG00000182674
Excit_A	ENSG00000082438
Excit_A	ENSG00000239498
Excit_A	ENSG00000184672
Excit_A	ENSG00000144824
Excit_A	ENSG00000144331
Excit_A	ENSG00000182601
Excit_A	ENSG00000233008
Excit_A	ENSG00000055813
Excit_A	ENSG00000111052
Excit_A	ENSG00000174145
Excit_A	ENSG00000002746
Excit_A	ENSG00000164236
Excit_A	ENSG00000184613
Excit_A	ENSG00000185518
Excit_A	ENSG00000077092
Excit_A	ENSG00000119866
Excit_A	ENSG00000041353
Excit_A	ENSG00000236451
Excit_A	ENSG00000187122
Excit_A	ENSG00000224271
Excit_A	ENSG00000038295
Excit_A	ENSG00000107295
Excit_A	ENSG00000135116
Excit_A	ENSG00000116106
Excit_A	ENSG00000133816
Excit_A	ENSG00000164619
Excit_A	ENSG00000138100
Excit_A	ENSG00000149972
Excit_A	ENSG00000248905
Excit_A	ENSG00000250125
Excit_A	ENSG00000163793
Excit_A	ENSG00000106089
Excit_A	ENSG00000157782
Excit_A	ENSG00000165757
Excit_A	ENSG00000118733
Excit_A	ENSG00000267662
Excit_A	ENSG00000118308
Excit_A	ENSG00000250305
Excit_A	ENSG00000074706
Excit_A	ENSG00000138134
Excit_A	ENSG00000233452
Excit_A	ENSG00000137962
Excit_A	ENSG00000104059
Excit_A	ENSG00000163075
Excit_A	ENSG00000196090
Excit_A	ENSG00000171246
Excit_A	ENSG00000186472
Excit_A	ENSG00000240499
Excit_A	ENSG00000186297
Excit_A	ENSG00000134343
Excit_A	ENSG00000196542
Excit_A	ENSG00000131773
Excit_A	ENSG00000130558
Excit_A	ENSG00000197658
Excit_A	ENSG00000156687
Excit_A	ENSG00000150051
Excit_A	ENSG00000185760
Excit_A	ENSG00000146147
Excit_A	ENSG00000169744
Excit_A	ENSG00000182389
Excit_A	ENSG00000215196
Excit_A	ENSG00000152931
Excit_A	ENSG00000198673
Excit_A	ENSG00000198626
Excit_A	ENSG00000108018
Excit_A	ENSG00000011347
Excit_A	ENSG00000070159
Excit_A	ENSG00000186094
Excit_A	ENSG00000115641
Excit_A	ENSG00000115194
Excit_A	ENSG00000242082
Excit_A	ENSG00000121297
Excit_A	ENSG00000144550
Excit_A	ENSG00000081985
Excit_A	ENSG00000101489
Excit_A	ENSG00000185274
Excit_A	ENSG00000040731
Excit_A	ENSG00000119042
Excit_A	ENSG00000152954
Excit_A	ENSG00000011083
Excit_A	ENSG00000135272
Excit_A	ENSG00000237838
Excit_A	ENSG00000104490
Excit_A	ENSG00000135324
Excit_A	ENSG00000104435
Excit_A	ENSG00000168234
Excit_A	ENSG00000224825
Excit_A	ENSG00000075340
Excit_A	ENSG00000234021
Excit_A	ENSG00000113327
Excit_A	ENSG00000185774
Excit_A	ENSG00000184349
Excit_A	ENSG00000165061
Excit_A	ENSG00000131378
Excit_A	ENSG00000058091
Excit_A	ENSG00000140015
Excit_A	ENSG00000169933
Excit_A	ENSG00000149970
Excit_A	ENSG00000198108
Excit_A	ENSG00000255041
Excit_A	ENSG00000151025
Excit_A	ENSG00000151090
Excit_A	ENSG00000117069
Excit_A	ENSG00000121335
Excit_A	ENSG00000169507
Excit_A	ENSG00000120341
Excit_A	ENSG00000145242
Excit_A	ENSG00000198682
Excit_A	ENSG00000067715
Excit_A	ENSG00000176788
Excit_A	ENSG00000184305
Excit_A	ENSG00000144057
Excit_A	ENSG00000154146
Excit_A	ENSG00000169064
Excit_A	ENSG00000259234
Excit_A	ENSG00000216863
Excit_A	ENSG00000167281
Excit_A	ENSG00000112232
Excit_A	ENSG00000186260
Excit_A	ENSG00000106868
Excit_A	ENSG00000182256
Excit_A	ENSG00000121440
Excit_A	ENSG00000136854
Excit_A	ENSG00000164061
Excit_A	ENSG00000132639
Excit_A	ENSG00000157087
Excit_A	ENSG00000100604
Excit_A	ENSG00000147676
Excit_A	ENSG00000165495
Excit_A	ENSG00000249335
Excit_A	ENSG00000091428
Excit_A	ENSG00000196872
Excit_A	ENSG00000233098
Excit_A	ENSG00000255693
Excit_A	ENSG00000111799
Excit_A	ENSG00000165379
Excit_A	ENSG00000151468
Excit_A	ENSG00000157152
Excit_A	ENSG00000029153
Excit_A	ENSG00000109738
Excit_A	ENSG00000182836
Excit_A	ENSG00000158445
Excit_A	ENSG00000197969
Excit_A	ENSG00000198010
Excit_A	ENSG00000160963
Excit_A	ENSG00000197106
Excit_A	ENSG00000110427
Excit_A	ENSG00000215218
Excit_A	ENSG00000276644
Excit_A	ENSG00000172403
Excit_A	ENSG00000173852
Excit_A	ENSG00000112137
Excit_A	ENSG00000254377
Excit_A	ENSG00000253361
Excit_A	ENSG00000171385
Excit_A	ENSG00000079841
Excit_A	ENSG00000166206
Excit_A	ENSG00000145087
Excit_A	ENSG00000169851
Excit_A	ENSG00000283154
Excit_A	ENSG00000110786
Excit_A	ENSG00000073670
Excit_A	ENSG00000122778
Excit_A	ENSG00000167889
Excit_A	ENSG00000149256
Excit_A	ENSG00000124772
Excit_A	ENSG00000272168
Excit_A	ENSG00000137968
Excit_A	ENSG00000196277
Excit_A	ENSG00000174332
Excit_A	ENSG00000163032
Excit_A	ENSG00000111728
Excit_A	ENSG00000172020
Excit_A	ENSG00000160145
Excit_A	ENSG00000103888
Excit_A	ENSG00000078725
Excit_A	ENSG00000112186
Excit_A	ENSG00000104361
Excit_A	ENSG00000183715
Excit_A	ENSG00000070808
Excit_A	ENSG00000144460
Excit_A	ENSG00000197901
Excit_A	ENSG00000184156
Excit_A	ENSG00000173114
Excit_A	ENSG00000244694
Excit_A	ENSG00000112655
Excit_A	ENSG00000072657
Excit_A	ENSG00000112541
Excit_A	ENSG00000134986
Excit_A	ENSG00000170011
Excit_A	ENSG00000165899
Excit_A	ENSG00000139174
Excit_A	ENSG00000165973
Excit_A	ENSG00000136928
Excit_A	ENSG00000164794
Excit_A	ENSG00000283503
Excit_A	ENSG00000172995
Excit_A	ENSG00000171044
Excit_A	ENSG00000114948
Excit_A	ENSG00000147481
Excit_A	ENSG00000251294
Excit_A	ENSG00000022355
Excit_A	ENSG00000139767
Excit_A	ENSG00000081026
Excit_A	ENSG00000183023
Excit_A	ENSG00000164588
Excit_A	ENSG00000144645
Excit_A	ENSG00000054277
Excit_A	ENSG00000151067
Excit_A	ENSG00000123416
Excit_A	ENSG00000182870
Excit_A	ENSG00000145864
Excit_A	ENSG00000187672
Excit_A	ENSG00000165323
Excit_A	ENSG00000253553
Excit_A	ENSG00000251095
Excit_A	ENSG00000169116
Excit_A	ENSG00000135638
Excit_A	ENSG00000136531
Excit_A	ENSG00000144218
Excit_A	ENSG00000115598
Excit_A	ENSG00000133083
Excit_A	ENSG00000256995
Excit_A	ENSG00000214595
Excit_A	ENSG00000227906
Excit_A	ENSG00000048740
Excit_A	ENSG00000143499
Excit_A	ENSG00000117114
Excit_A	ENSG00000237187
Excit_A	ENSG00000120645
Excit_A	ENSG00000174521
Excit_A	ENSG00000183049
Excit_A	ENSG00000263878
Excit_A	ENSG00000139915
Excit_A	ENSG00000103316
Excit_A	ENSG00000114812
Excit_A	ENSG00000183454
Excit_A	ENSG00000162670
Excit_A	ENSG00000170485
Excit_A	ENSG00000080854
Excit_A	ENSG00000143013
Excit_A	ENSG00000166006
Excit_A	ENSG00000081138
Excit_A	ENSG00000147642
Excit_A	ENSG00000184838
Excit_A	ENSG00000075043
Excit_A	ENSG00000156564
Excit_A	ENSG00000128833
Excit_A	ENSG00000069966
Excit_A	ENSG00000225206
Excit_A	ENSG00000105784
Excit_A	ENSG00000103034
Excit_A	ENSG00000135127
Excit_A	ENSG00000172260
Excit_A	ENSG00000150995
Excit_A	ENSG00000066032
Excit_A	ENSG00000166105
Excit_A	ENSG00000132359
Excit_A	ENSG00000060718
Excit_A	ENSG00000231672
Excit_A	ENSG00000188191
Excit_A	ENSG00000176406
Excit_A	ENSG00000137942
Excit_A	ENSG00000164951
Excit_A	ENSG00000144290
Excit_A	ENSG00000274767
Excit_A	ENSG00000174453
Excit_A	ENSG00000196876
Excit_A	ENSG00000153253
Excit_A	ENSG00000257191
Excit_A	ENSG00000115041
Excit_A	ENSG00000106617
Excit_A	ENSG00000122733
Excit_A	ENSG00000113448
Excit_A	ENSG00000117016
Excit_A	ENSG00000188352
Excit_A	ENSG00000101349
Excit_A	ENSG00000128253
Excit_A	ENSG00000063180
Excit_A	ENSG00000171811
Excit_A	ENSG00000139182
Excit_A	ENSG00000165966
Excit_A	ENSG00000225783
Excit_A	ENSG00000152034
Excit_A	ENSG00000119771
Excit_A	ENSG00000106537
Excit_A	ENSG00000128656
Excit_A	ENSG00000074590
Excit_A	ENSG00000081189
Excit_A	ENSG00000143473
Excit_A	ENSG00000134490
