Set	Gene
Astro_A	ENSG00000234377
Astro_A	ENSG00000138696
Astro_A	ENSG00000236197
Astro_A	ENSG00000164188
Astro_A	ENSG00000106571
Astro_A	ENSG00000142611
Astro_A	ENSG00000139155
Astro_A	ENSG00000164199
Astro_A	ENSG00000100767
Astro_A	ENSG00000068078
Astro_A	ENSG00000080573
Astro_A	ENSG00000164089
Astro_A	ENSG00000137693
Astro_A	ENSG00000140022
Astro_A	ENSG00000135540
Astro_A	ENSG00000018625
Astro_A	ENSG00000149090
Astro_A	ENSG00000072952
Astro_A	ENSG00000113721
Astro_A	ENSG00000182902
Astro_A	ENSG00000110436
Astro_A	ENSG00000147509
Astro_A	ENSG00000161509
Astro_A	ENSG00000229847
Astro_A	ENSG00000114790
Astro_A	ENSG00000251372
Astro_A	ENSG00000151012
Astro_A	ENSG00000171885
Astro_A	ENSG00000080493
Astro_A	ENSG00000115380
Astro_A	ENSG00000236790
Astro_A	ENSG00000111783
Astro_A	ENSG00000148482
Astro_A	ENSG00000126785
Astro_A	ENSG00000144908
Astro_A	ENSG00000135063
Astro_A	ENSG00000101680
Astro_A	ENSG00000124440
Astro_A	ENSG00000197360
Astro_A	ENSG00000262655
Astro_A	ENSG00000140545
Astro_A	ENSG00000141469
Astro_A	ENSG00000064655
Astro_A	ENSG00000156049
Astro_A	ENSG00000111058
Astro_A	ENSG00000104313
Astro_A	ENSG00000138771
Astro_A	ENSG00000163453
Astro_A	ENSG00000166839
Astro_A	ENSG00000271904
Astro_A	ENSG00000179399
Astro_A	ENSG00000117525
Astro_A	ENSG00000231252
Astro_A	ENSG00000074047
Astro_A	ENSG00000152661
Astro_A	ENSG00000188039
Astro_A	ENSG00000183579
Astro_A	ENSG00000114698
Astro_A	ENSG00000127249
Astro_A	ENSG00000079215
Astro_A	ENSG00000165730
Astro_A	ENSG00000056487
Astro_A	ENSG00000008394
Astro_A	ENSG00000152990
Astro_A	ENSG00000007372
Astro_A	ENSG00000111907
Astro_A	ENSG00000158966
Astro_A	ENSG00000130287
Astro_A	ENSG00000178075
Astro_A	ENSG00000180537
Astro_A	ENSG00000107249
Astro_A	ENSG00000092820
Astro_A	ENSG00000130413
Astro_A	ENSG00000129151
Astro_A	ENSG00000226476
Astro_A	ENSG00000144040
Astro_A	ENSG00000134508
Astro_A	ENSG00000168309
Astro_A	ENSG00000182175
Astro_A	ENSG00000046889
Astro_A	ENSG00000125462
Astro_A	ENSG00000136297
Astro_A	ENSG00000251165
Astro_A	ENSG00000134215
Astro_A	ENSG00000197977
Astro_A	ENSG00000248429
Astro_A	ENSG00000128849
Astro_A	ENSG00000103740
Astro_A	ENSG00000185942
Astro_A	ENSG00000154217
Astro_A	ENSG00000154930
Astro_A	ENSG00000184232
Astro_A	ENSG00000162390
Astro_A	ENSG00000079335
Astro_A	ENSG00000172201
Astro_A	ENSG00000100234
Astro_A	ENSG00000171444
Astro_A	ENSG00000249240
Astro_A	ENSG00000180263
Astro_A	ENSG00000079691
Astro_A	ENSG00000152284
Astro_A	ENSG00000153944
Astro_A	ENSG00000158270
Astro_A	ENSG00000198838
Astro_A	ENSG00000169439
Astro_A	ENSG00000148672
Astro_A	ENSG00000153208
Astro_A	ENSG00000285082
Astro_A	ENSG00000148737
Astro_A	ENSG00000087250
Astro_A	ENSG00000135424
Astro_A	ENSG00000135821
Astro_A	ENSG00000076555
Astro_A	ENSG00000148660
Astro_A	ENSG00000163406
Astro_A	ENSG00000004468
Astro_A	ENSG00000146005
Astro_A	ENSG00000179796
Astro_A	ENSG00000116117
Astro_A	ENSG00000150625
Astro_A	ENSG00000101400
Astro_A	ENSG00000108231
Astro_A	ENSG00000113645
Astro_A	ENSG00000144749
Astro_A	ENSG00000156076
Astro_A	ENSG00000168077
Astro_A	ENSG00000138685
Astro_A	ENSG00000129244
Astro_A	ENSG00000152583
Astro_A	ENSG00000132321
Astro_A	ENSG00000148498
Astro_A	ENSG00000172987
Astro_A	ENSG00000168710
Astro_A	ENSG00000163110
Astro_A	ENSG00000271447
Astro_A	ENSG00000165795
Astro_A	ENSG00000124942
Astro_A	ENSG00000134769
Astro_A	ENSG00000158467
Astro_A	ENSG00000163285
Astro_A	ENSG00000083067
Astro_A	ENSG00000109472
Astro_A	ENSG00000102935
Astro_A	ENSG00000253944
Astro_A	ENSG00000143603
Astro_A	ENSG00000111879
Astro_A	ENSG00000253642
Astro_A	ENSG00000099204
Astro_A	ENSG00000120278
Astro_A	ENSG00000132164
Astro_A	ENSG00000087903
Astro_A	ENSG00000273136
Astro_A	ENSG00000162407
Astro_A	ENSG00000154310
Astro_A	ENSG00000105854
Astro_A	ENSG00000111666
Astro_A	ENSG00000105088
Astro_A	ENSG00000078114
Astro_A	ENSG00000136002
Astro_A	ENSG00000205213
Astro_A	ENSG00000198963
Astro_A	ENSG00000145832
Astro_A	ENSG00000134533
Astro_A	ENSG00000167614
Astro_A	ENSG00000153904
Astro_A	ENSG00000079482
Astro_A	ENSG00000134982
Astro_A	ENSG00000155324
Astro_A	ENSG00000270898
Astro_A	ENSG00000121310
Astro_A	ENSG00000164066
Astro_A	ENSG00000128536
Astro_A	ENSG00000089472
Astro_A	ENSG00000135919
Astro_A	ENSG00000153930
Astro_A	ENSG00000171408
Astro_A	ENSG00000127603
Astro_A	ENSG00000130203
Astro_A	ENSG00000135838
Astro_A	ENSG00000166689
Astro_A	ENSG00000165995
Astro_A	ENSG00000204681
Astro_A	ENSG00000106278
Astro_A	ENSG00000069667
